complaint_id,typology_id,typology_name,amount_inr,victim_state,victim_district,incident_timestamp,complaint_timestamp,available_timestamp
CMP_202611922,TYP_04,Investment / Crypto Scam,594329.95,Odisha,District-28,2025-01-01T08:29:00,2025-01-01T13:29:00,2025-01-01 13:43:00
CMP_202620631,TYP_04,Investment / Crypto Scam,382516.55,Karnataka,District-56,2025-01-01T12:28:00,2025-01-01T13:28:00,2025-01-01 13:49:00
CMP_202633983,TYP_04,Investment / Crypto Scam,591289.54,Bihar,District-41,2025-01-01T10:39:00,2025-01-01T13:39:00,2025-01-01 13:53:00
CMP_202604408,TYP_05,Sextortion,22949.69,West Bengal,District-43,2025-01-01T10:17:00,2025-01-01T13:17:00,2025-01-01 14:00:00
CMP_202623953,TYP_03,Part-Time Job Scam,169639.5,Assam,District-29,2025-01-01T09:29:00,2025-01-01T13:29:00,2025-01-01 14:12:00
CMP_202606939,TYP_03,Part-Time Job Scam,27571.79,Karnataka,District-39,2025-01-01T12:50:00,2025-01-01T13:50:00,2025-01-01 14:13:00
CMP_202605117,TYP_04,Investment / Crypto Scam,163159.99,Bihar,District-45,2025-01-01T08:45:00,2025-01-01T13:45:00,2025-01-01 14:28:00
CMP_202620699,TYP_02,Fake Loan App,98515.36,Karnataka,District-56,2025-01-01T10:40:00,2025-01-01T13:40:00,2025-01-01 14:29:00
CMP_202628546,TYP_06,Marketplace / OLX Fraud,3810.58,Rajasthan,Bharatpur,2025-01-01T09:01:00,2025-01-01T14:01:00,2025-01-01 14:32:00
CMP_202638614,TYP_06,Marketplace / OLX Fraud,36021.5,Bihar,District-41,2025-01-01T08:16:00,2025-01-01T14:16:00,2025-01-01 14:36:00
CMP_202625979,TYP_05,Sextortion,102951.08,Andhra Pradesh,District-25,2025-01-01T11:02:00,2025-01-01T14:02:00,2025-01-01 14:41:00
CMP_202632180,TYP_04,Investment / Crypto Scam,2171864.63,Karnataka,Bengaluru Urban,2025-01-01T09:27:00,2025-01-01T14:27:00,2025-01-01 14:42:00
CMP_202627531,TYP_01,OTP / KYC Fraud,25952.87,Bihar,District-41,2025-01-01T08:39:00,2025-01-01T14:39:00,2025-01-01 14:53:00
CMP_202627766,TYP_06,Marketplace / OLX Fraud,73121.35,Karnataka,Bengaluru Urban,2025-01-01T11:02:00,2025-01-01T14:02:00,2025-01-01 14:57:00
CMP_202619656,TYP_03,Part-Time Job Scam,112348.97,Jharkhand,District-34,2025-01-01T11:16:00,2025-01-01T14:16:00,2025-01-01 14:59:00
CMP_202612398,TYP_02,Fake Loan App,21326.55,Kerala,District-60,2025-01-01T12:04:00,2025-01-01T14:04:00,2025-01-01 14:59:00
CMP_202615594,TYP_03,Part-Time Job Scam,101496.43,Delhi,South Delhi,2025-01-01T13:30:00,2025-01-01T14:30:00,2025-01-01 15:14:00
CMP_202606092,TYP_02,Fake Loan App,15217.75,Karnataka,District-39,2025-01-01T13:39:00,2025-01-01T14:39:00,2025-01-01 15:21:00
CMP_202625616,TYP_01,OTP / KYC Fraud,10298.9,Bihar,District-58,2025-01-01T04:56:00,2025-01-01T14:56:00,2025-01-01 15:41:00
CMP_202623398,TYP_06,Marketplace / OLX Fraud,5620.44,Uttar Pradesh,Gorakhpur,2025-01-01T10:07:00,2025-01-01T15:07:00,2025-01-01 15:41:00
CMP_202631785,TYP_01,OTP / KYC Fraud,47868.65,Haryana,Mewat,2025-01-01T13:22:00,2025-01-01T15:22:00,2025-01-01 15:47:00
CMP_202625107,TYP_04,Investment / Crypto Scam,274634.54,Andhra Pradesh,District-72,2025-01-01T11:28:00,2025-01-01T15:28:00,2025-01-01 15:59:00
CMP_202638311,TYP_04,Investment / Crypto Scam,514164.4,Karnataka,District-56,2025-01-01T14:23:00,2025-01-01T15:23:00,2025-01-01 16:01:00
CMP_202634187,TYP_06,Marketplace / OLX Fraud,2756.08,Tamil Nadu,Chennai,2025-01-01T14:19:00,2025-01-01T15:19:00,2025-01-01 16:14:00
CMP_202612089,TYP_05,Sextortion,26824.38,Karnataka,Bengaluru Urban,2025-01-01T13:59:00,2025-01-01T15:59:00,2025-01-01 16:32:00
CMP_202614357,TYP_05,Sextortion,59224.51,Jharkhand,District-50,2025-01-01T09:37:00,2025-01-01T15:37:00,2025-01-01 16:32:00
CMP_202627383,TYP_04,Investment / Crypto Scam,1493212.63,Rajasthan,District-64,2025-01-01T15:32:00,2025-01-01T16:32:00,2025-01-01 16:39:00
CMP_202609323,TYP_03,Part-Time Job Scam,59852.51,Gujarat,District-65,2025-01-01T08:47:00,2025-01-01T15:47:00,2025-01-01 16:44:00
CMP_202622467,TYP_05,Sextortion,119737.51,Rajasthan,District-47,2025-01-01T09:14:00,2025-01-01T16:14:00,2025-01-01 16:59:00
CMP_202609263,TYP_04,Investment / Crypto Scam,111639.77,Gujarat,District-52,2025-01-01T11:16:00,2025-01-01T17:16:00,2025-01-01 17:21:00
CMP_202607363,TYP_05,Sextortion,31021.49,Karnataka,District-56,2025-01-01T15:45:00,2025-01-01T16:45:00,2025-01-01 17:23:00
CMP_202600887,TYP_03,Part-Time Job Scam,104052.0,Andhra Pradesh,District-73,2025-01-01T11:46:00,2025-01-01T16:46:00,2025-01-01 17:26:00
CMP_202606703,TYP_04,Investment / Crypto Scam,828477.27,Karnataka,District-26,2025-01-01T06:10:00,2025-01-01T17:10:00,2025-01-01 17:26:00
CMP_202623138,TYP_03,Part-Time Job Scam,231687.17,Bihar,District-45,2025-01-01T11:05:00,2025-01-01T17:05:00,2025-01-01 17:39:00
CMP_202617481,TYP_05,Sextortion,66130.41,Uttar Pradesh,District-23,2025-01-01T12:02:00,2025-01-01T17:02:00,2025-01-01 17:48:00
CMP_202638518,TYP_05,Sextortion,13115.98,Karnataka,District-36,2025-01-01T07:35:00,2025-01-01T17:35:00,2025-01-01 17:50:00
CMP_202609213,TYP_04,Investment / Crypto Scam,189718.68,Rajasthan,District-53,2025-01-01T16:40:00,2025-01-01T17:40:00,2025-01-01 17:55:00
CMP_202611427,TYP_05,Sextortion,83703.61,Bihar,District-45,2025-01-01T10:10:00,2025-01-01T17:10:00,2025-01-01 18:02:00
CMP_202620295,TYP_06,Marketplace / OLX Fraud,19734.39,Jharkhand,Deoghar,2025-01-01T10:04:00,2025-01-01T18:04:00,2025-01-01 18:13:00
CMP_202629647,TYP_03,Part-Time Job Scam,96698.74,Jharkhand,District-30,2025-01-01T12:30:00,2025-01-01T17:30:00,2025-01-01 18:23:00
CMP_202623388,TYP_01,OTP / KYC Fraud,17504.18,Bihar,District-41,2025-01-01T11:17:00,2025-01-01T18:17:00,2025-01-01 18:29:00
CMP_202614355,TYP_05,Sextortion,19887.59,Bihar,District-45,2025-01-01T14:15:00,2025-01-01T18:15:00,2025-01-01 18:33:00
CMP_202613071,TYP_03,Part-Time Job Scam,101656.34,Chhattisgarh,District-70,2025-01-01T14:05:00,2025-01-01T18:05:00,2025-01-01 18:39:00
CMP_202635615,TYP_05,Sextortion,306366.11,West Bengal,Kolkata,2025-01-01T15:10:00,2025-01-01T18:10:00,2025-01-01 18:52:00
CMP_202630327,TYP_01,OTP / KYC Fraud,13964.37,Punjab,District-35,2025-01-01T10:26:00,2025-01-01T18:26:00,2025-01-01 19:01:00
CMP_202615992,TYP_06,Marketplace / OLX Fraud,5730.74,Uttar Pradesh,District-23,2025-01-01T14:39:00,2025-01-01T18:39:00,2025-01-01 19:03:00
CMP_202637288,TYP_03,Part-Time Job Scam,221467.3,Jharkhand,District-34,2025-01-01T13:57:00,2025-01-01T18:57:00,2025-01-01 19:03:00
CMP_202633698,TYP_02,Fake Loan App,42484.36,Haryana,Gurugram,2025-01-01T13:28:00,2025-01-01T18:28:00,2025-01-01 19:06:00
CMP_202617346,TYP_02,Fake Loan App,5923.37,Punjab,District-57,2025-01-01T09:27:00,2025-01-01T18:27:00,2025-01-01 19:11:00
CMP_202627942,TYP_06,Marketplace / OLX Fraud,8430.65,Uttar Pradesh,Noida,2025-01-01T12:24:00,2025-01-01T18:24:00,2025-01-01 19:14:00
CMP_202601038,TYP_06,Marketplace / OLX Fraud,4625.73,Karnataka,District-39,2025-01-01T15:01:00,2025-01-01T19:01:00,2025-01-01 19:17:00
CMP_202616500,TYP_03,Part-Time Job Scam,110984.38,Karnataka,Bengaluru Urban,2025-01-01T13:41:00,2025-01-01T18:41:00,2025-01-01 19:21:00
CMP_202617050,TYP_05,Sextortion,27956.8,Karnataka,District-40,2025-01-01T11:14:00,2025-01-01T19:14:00,2025-01-01 19:30:00
CMP_202612849,TYP_01,OTP / KYC Fraud,21433.96,Karnataka,District-56,2025-01-01T12:18:00,2025-01-01T19:18:00,2025-01-01 19:48:00
CMP_202635500,TYP_01,OTP / KYC Fraud,22776.94,Andhra Pradesh,District-73,2025-01-01T16:36:00,2025-01-01T19:36:00,2025-01-01 19:49:00
CMP_202619186,TYP_06,Marketplace / OLX Fraud,10025.32,Uttar Pradesh,District-67,2025-01-01T09:00:00,2025-01-01T19:00:00,2025-01-01 19:55:00
CMP_202620236,TYP_06,Marketplace / OLX Fraud,20159.55,Punjab,District-55,2025-01-01T12:41:00,2025-01-01T19:41:00,2025-01-01 20:00:00
CMP_202638597,TYP_02,Fake Loan App,27606.29,Telangana,Hyderabad,2025-01-01T13:51:00,2025-01-01T19:51:00,2025-01-01 20:02:00
CMP_202600757,TYP_05,Sextortion,173857.24,Punjab,District-51,2025-01-01T17:17:00,2025-01-01T19:17:00,2025-01-01 20:06:00
CMP_202628156,TYP_03,Part-Time Job Scam,234438.87,Rajasthan,Alwar,2025-01-01T16:50:00,2025-01-01T19:50:00,2025-01-01 20:06:00
CMP_202615832,TYP_06,Marketplace / OLX Fraud,7221.25,West Bengal,Siliguri,2025-01-01T08:38:00,2025-01-01T19:38:00,2025-01-01 20:07:00
CMP_202630192,TYP_02,Fake Loan App,36657.02,Maharashtra,District-44,2025-01-01T16:58:00,2025-01-01T19:58:00,2025-01-01 20:08:00
CMP_202600502,TYP_03,Part-Time Job Scam,421006.26,Bihar,District-74,2025-01-01T08:52:00,2025-01-01T19:52:00,2025-01-01 20:14:00
CMP_202612317,TYP_01,OTP / KYC Fraud,41786.99,West Bengal,Kolkata,2025-01-01T12:40:00,2025-01-01T19:40:00,2025-01-01 20:15:00
CMP_202631324,TYP_05,Sextortion,16919.89,Madhya Pradesh,District-37,2025-01-01T12:44:00,2025-01-01T19:44:00,2025-01-01 20:21:00
CMP_202612517,TYP_02,Fake Loan App,18749.13,Bihar,Purnia,2025-01-01T12:30:00,2025-01-01T19:30:00,2025-01-01 20:24:00
CMP_202629097,TYP_03,Part-Time Job Scam,128752.07,Bihar,District-74,2025-01-01T16:51:00,2025-01-01T19:51:00,2025-01-01 20:35:00
CMP_202633752,TYP_06,Marketplace / OLX Fraud,4586.5,Gujarat,District-52,2025-01-01T13:08:00,2025-01-01T20:08:00,2025-01-01 20:36:00
CMP_202610213,TYP_05,Sextortion,136140.64,Haryana,Gurugram,2025-01-01T14:36:00,2025-01-01T20:36:00,2025-01-01 20:42:00
CMP_202607371,TYP_05,Sextortion,11299.9,Haryana,Gurugram,2025-01-01T16:37:00,2025-01-01T20:37:00,2025-01-01 20:42:00
CMP_202602441,TYP_02,Fake Loan App,21701.27,Rajasthan,District-64,2025-01-01T13:19:00,2025-01-01T20:19:00,2025-01-01 20:48:00
CMP_202618386,TYP_02,Fake Loan App,7057.78,Odisha,District-28,2025-01-01T10:45:00,2025-01-01T20:45:00,2025-01-01 20:56:00
CMP_202638183,TYP_02,Fake Loan App,27526.76,Assam,District-33,2025-01-01T18:20:00,2025-01-01T20:20:00,2025-01-01 21:01:00
CMP_202610970,TYP_04,Investment / Crypto Scam,289019.51,Punjab,District-35,2025-01-01T19:33:00,2025-01-01T20:33:00,2025-01-01 21:06:00
CMP_202631628,TYP_02,Fake Loan App,19897.62,Tamil Nadu,Chennai,2025-01-01T16:10:00,2025-01-01T21:10:00,2025-01-01 21:25:00
CMP_202606427,TYP_05,Sextortion,11867.78,West Bengal,Kolkata,2025-01-01T13:51:00,2025-01-01T20:51:00,2025-01-01 21:25:00
CMP_202614934,TYP_02,Fake Loan App,10938.46,Bihar,District-41,2025-01-01T11:08:00,2025-01-01T21:08:00,2025-01-01 21:26:00
CMP_202638749,TYP_01,OTP / KYC Fraud,34993.23,Karnataka,District-26,2025-01-01T16:16:00,2025-01-01T21:16:00,2025-01-01 21:33:00
CMP_202614300,TYP_03,Part-Time Job Scam,37617.66,Haryana,Mewat,2025-01-01T18:02:00,2025-01-01T21:02:00,2025-01-01 21:40:00
CMP_202605198,TYP_03,Part-Time Job Scam,263614.77,Bihar,District-74,2025-01-01T15:01:00,2025-01-01T21:01:00,2025-01-01 21:58:00
CMP_202633600,TYP_03,Part-Time Job Scam,667065.46,Bihar,District-58,2025-01-01T17:42:00,2025-01-01T21:42:00,2025-01-01 22:04:00
CMP_202605795,TYP_01,OTP / KYC Fraud,20923.35,Uttar Pradesh,District-48,2025-01-01T17:09:00,2025-01-01T21:09:00,2025-01-01 22:06:00
CMP_202616106,TYP_04,Investment / Crypto Scam,302831.81,Karnataka,District-56,2025-01-01T14:37:00,2025-01-01T21:37:00,2025-01-01 22:13:00
CMP_202600160,TYP_05,Sextortion,40935.79,West Bengal,Kolkata,2025-01-01T19:01:00,2025-01-01T22:01:00,2025-01-01 22:14:00
CMP_202639559,TYP_06,Marketplace / OLX Fraud,28415.73,Gujarat,District-75,2025-01-01T17:51:00,2025-01-01T21:51:00,2025-01-01 22:18:00
CMP_202601249,TYP_04,Investment / Crypto Scam,868992.05,Chhattisgarh,District-46,2025-01-01T19:41:00,2025-01-01T21:41:00,2025-01-01 22:20:00
CMP_202604333,TYP_05,Sextortion,51504.19,Jharkhand,District-42,2025-01-01T09:02:00,2025-01-01T22:02:00,2025-01-01 22:21:00
CMP_202634018,TYP_01,OTP / KYC Fraud,22896.67,Assam,District-32,2025-01-01T16:03:00,2025-01-01T22:03:00,2025-01-01 22:29:00
CMP_202635941,TYP_04,Investment / Crypto Scam,449887.82,Rajasthan,District-24,2025-01-01T10:07:00,2025-01-01T22:07:00,2025-01-01 22:34:00
CMP_202615590,TYP_01,OTP / KYC Fraud,23172.68,Odisha,District-28,2025-01-01T17:48:00,2025-01-01T21:48:00,2025-01-01 22:41:00
CMP_202629990,TYP_02,Fake Loan App,5763.59,West Bengal,Siliguri,2025-01-01T13:22:00,2025-01-01T22:22:00,2025-01-01 22:41:00
CMP_202610715,TYP_05,Sextortion,34203.09,Andhra Pradesh,District-73,2025-01-01T10:36:00,2025-01-01T22:36:00,2025-01-01 22:55:00
CMP_202633564,TYP_03,Part-Time Job Scam,31647.24,Tamil Nadu,District-22,2025-01-01T20:00:00,2025-01-01T23:00:00,2025-01-01 23:05:00
CMP_202632114,TYP_05,Sextortion,7516.36,Jharkhand,District-50,2025-01-01T13:52:00,2025-01-01T22:52:00,2025-01-01 23:09:00
CMP_202627242,TYP_05,Sextortion,17384.15,Rajasthan,District-47,2025-01-01T18:20:00,2025-01-01T22:20:00,2025-01-01 23:17:00
CMP_202618963,TYP_06,Marketplace / OLX Fraud,6113.65,Andhra Pradesh,District-72,2025-01-01T13:26:00,2025-01-01T22:26:00,2025-01-01 23:19:00
CMP_202618565,TYP_02,Fake Loan App,25317.18,Gujarat,District-65,2025-01-01T20:55:00,2025-01-01T22:55:00,2025-01-01 23:33:00
CMP_202614960,TYP_03,Part-Time Job Scam,64279.75,Jharkhand,District-63,2025-01-01T16:47:00,2025-01-01T22:47:00,2025-01-01 23:45:00
CMP_202629047,TYP_04,Investment / Crypto Scam,114284.3,Assam,District-29,2025-01-01T16:45:00,2025-01-01T23:45:00,2025-01-02 00:04:00
CMP_202625099,TYP_05,Sextortion,104848.43,Rajasthan,District-21,2025-01-01T15:53:00,2025-01-01T23:53:00,2025-01-02 00:14:00
CMP_202618984,TYP_06,Marketplace / OLX Fraud,4601.79,Punjab,District-69,2025-01-01T17:22:00,2025-01-01T23:22:00,2025-01-02 00:19:00
CMP_202629845,TYP_06,Marketplace / OLX Fraud,4307.98,Maharashtra,Pune,2025-01-01T19:12:00,2025-01-02T00:12:00,2025-01-02 00:20:00
CMP_202614011,TYP_06,Marketplace / OLX Fraud,6853.93,Gujarat,District-75,2025-01-01T17:18:00,2025-01-02T00:18:00,2025-01-02 00:32:00
CMP_202637703,TYP_04,Investment / Crypto Scam,658329.26,Jharkhand,District-50,2025-01-01T16:54:00,2025-01-01T23:54:00,2025-01-02 00:33:00
CMP_202628171,TYP_05,Sextortion,16972.93,Karnataka,District-36,2025-01-01T16:23:00,2025-01-02T00:23:00,2025-01-02 00:48:00
CMP_202601100,TYP_06,Marketplace / OLX Fraud,14238.01,Jharkhand,District-50,2025-01-01T18:25:00,2025-01-02T00:25:00,2025-01-02 01:21:00
CMP_202612097,TYP_03,Part-Time Job Scam,132888.67,Gujarat,District-65,2025-01-01T14:03:00,2025-01-02T01:03:00,2025-01-02 01:28:00
CMP_202600865,TYP_06,Marketplace / OLX Fraud,2031.29,Rajasthan,District-21,2025-01-01T18:19:00,2025-01-02T01:19:00,2025-01-02 01:29:00
CMP_202600526,TYP_06,Marketplace / OLX Fraud,13386.01,Uttar Pradesh,District-67,2025-01-01T08:16:00,2025-01-02T01:16:00,2025-01-02 01:33:00
CMP_202623672,TYP_02,Fake Loan App,11529.94,Maharashtra,Pune,2025-01-01T13:37:00,2025-01-02T00:37:00,2025-01-02 01:33:00
CMP_202628482,TYP_06,Marketplace / OLX Fraud,24207.75,Jharkhand,District-42,2025-01-01T12:01:00,2025-01-02T01:01:00,2025-01-02 01:39:00
CMP_202618950,TYP_02,Fake Loan App,11589.29,Rajasthan,District-64,2025-01-01T15:14:00,2025-01-02T01:14:00,2025-01-02 01:42:00
CMP_202632150,TYP_04,Investment / Crypto Scam,329165.8,Andhra Pradesh,District-25,2025-01-01T16:51:00,2025-01-02T00:51:00,2025-01-02 01:48:00
CMP_202636992,TYP_02,Fake Loan App,14811.96,Bihar,District-58,2025-01-01T19:10:00,2025-01-02T01:10:00,2025-01-02 01:53:00
CMP_202622873,TYP_01,OTP / KYC Fraud,23870.9,Gujarat,Ahmedabad,2025-01-01T22:50:00,2025-01-02T01:50:00,2025-01-02 01:56:00
CMP_202618820,TYP_02,Fake Loan App,15617.42,Rajasthan,District-24,2025-01-01T20:09:00,2025-01-02T01:09:00,2025-01-02 02:01:00
CMP_202631141,TYP_01,OTP / KYC Fraud,38769.67,Delhi,South Delhi,2025-01-01T12:41:00,2025-01-02T01:41:00,2025-01-02 02:13:00
CMP_202637554,TYP_05,Sextortion,304776.84,Uttar Pradesh,District-23,2025-01-01T07:21:00,2025-01-02T01:21:00,2025-01-02 02:16:00
CMP_202633835,TYP_02,Fake Loan App,33090.34,Andhra Pradesh,District-72,2025-01-01T14:01:00,2025-01-02T02:01:00,2025-01-02 02:18:00
CMP_202605267,TYP_03,Part-Time Job Scam,185362.99,Haryana,Gurugram,2025-01-01T16:55:00,2025-01-02T01:55:00,2025-01-02 02:22:00
CMP_202601601,TYP_03,Part-Time Job Scam,85175.01,Odisha,District-28,2025-01-01T19:02:00,2025-01-02T02:02:00,2025-01-02 02:30:00
CMP_202634555,TYP_06,Marketplace / OLX Fraud,2098.72,Andhra Pradesh,District-72,2025-01-01T17:34:00,2025-01-02T01:34:00,2025-01-02 02:32:00
CMP_202601837,TYP_02,Fake Loan App,44935.87,Uttar Pradesh,District-67,2025-01-01T13:10:00,2025-01-02T02:10:00,2025-01-02 02:42:00
CMP_202630124,TYP_01,OTP / KYC Fraud,84698.14,Madhya Pradesh,District-38,2025-01-01T11:05:00,2025-01-02T02:05:00,2025-01-02 02:49:00
CMP_202637359,TYP_04,Investment / Crypto Scam,616426.63,Bihar,District-45,2025-01-01T06:57:00,2025-01-02T01:57:00,2025-01-02 02:49:00
CMP_202622936,TYP_06,Marketplace / OLX Fraud,4099.58,Assam,District-33,2025-01-01T18:54:00,2025-01-02T02:54:00,2025-01-02 03:15:00
CMP_202634592,TYP_05,Sextortion,88446.83,Uttar Pradesh,Mathura,2025-01-01T13:24:00,2025-01-02T02:24:00,2025-01-02 03:22:00
CMP_202632333,TYP_04,Investment / Crypto Scam,170588.86,Jharkhand,District-30,2025-01-01T15:21:00,2025-01-02T03:21:00,2025-01-02 03:35:00
CMP_202613393,TYP_05,Sextortion,20041.34,Punjab,District-35,2025-01-01T18:15:00,2025-01-02T03:15:00,2025-01-02 03:40:00
CMP_202625611,TYP_02,Fake Loan App,23651.87,Odisha,District-61,2025-01-01T13:50:00,2025-01-02T03:50:00,2025-01-02 03:55:00
CMP_202608799,TYP_06,Marketplace / OLX Fraud,11666.09,Odisha,District-61,2025-01-01T16:25:00,2025-01-02T03:25:00,2025-01-02 03:55:00
CMP_202629035,TYP_04,Investment / Crypto Scam,137801.76,Tamil Nadu,District-49,2025-01-01T16:01:00,2025-01-02T03:01:00,2025-01-02 04:01:00
CMP_202636866,TYP_03,Part-Time Job Scam,74440.47,Chhattisgarh,District-70,2025-01-01T13:14:00,2025-01-02T03:14:00,2025-01-02 04:05:00
CMP_202614829,TYP_04,Investment / Crypto Scam,606297.18,Rajasthan,District-47,2025-01-01T17:37:00,2025-01-02T03:37:00,2025-01-02 04:07:00
CMP_202623524,TYP_03,Part-Time Job Scam,68379.6,Maharashtra,District-44,2025-01-02T03:23:00,2025-01-02T04:23:00,2025-01-02 04:42:00
CMP_202621820,TYP_06,Marketplace / OLX Fraud,3540.38,Punjab,District-69,2025-01-01T12:58:00,2025-01-02T04:58:00,2025-01-02 05:03:00
CMP_202630182,TYP_06,Marketplace / OLX Fraud,40207.93,Karnataka,District-40,2025-01-02T03:33:00,2025-01-02T04:33:00,2025-01-02 05:04:00
CMP_202620396,TYP_05,Sextortion,10189.34,Punjab,District-35,2025-01-01T16:10:00,2025-01-02T04:10:00,2025-01-02 05:07:00
CMP_202628005,TYP_03,Part-Time Job Scam,958334.61,Andhra Pradesh,District-25,2025-01-01T11:29:00,2025-01-02T04:29:00,2025-01-02 05:11:00
CMP_202636751,TYP_02,Fake Loan App,16936.01,Maharashtra,Pune,2025-01-01T15:45:00,2025-01-02T04:45:00,2025-01-02 05:13:00
CMP_202622669,TYP_02,Fake Loan App,20609.78,Bihar,District-58,2025-01-01T18:42:00,2025-01-02T04:42:00,2025-01-02 05:19:00
CMP_202620703,TYP_06,Marketplace / OLX Fraud,2914.01,Rajasthan,District-64,2025-01-01T22:55:00,2025-01-02T04:55:00,2025-01-02 05:33:00
CMP_202638663,TYP_04,Investment / Crypto Scam,1013027.28,Tamil Nadu,Chennai,2025-01-01T15:43:00,2025-01-02T04:43:00,2025-01-02 05:37:00
CMP_202628668,TYP_04,Investment / Crypto Scam,656925.19,Rajasthan,District-47,2025-01-01T06:29:00,2025-01-02T05:29:00,2025-01-02 05:56:00
CMP_202630647,TYP_03,Part-Time Job Scam,36998.36,Punjab,District-35,2025-01-01T15:00:00,2025-01-02T06:00:00,2025-01-02 06:30:00
CMP_202638523,TYP_02,Fake Loan App,57860.28,Rajasthan,Alwar,2025-01-02T04:14:00,2025-01-02T06:14:00,2025-01-02 06:33:00
CMP_202639054,TYP_06,Marketplace / OLX Fraud,5844.99,Karnataka,District-56,2025-01-01T18:23:00,2025-01-02T06:23:00,2025-01-02 06:47:00
CMP_202637897,TYP_04,Investment / Crypto Scam,240198.87,Rajasthan,Bharatpur,2025-01-02T04:58:00,2025-01-02T05:58:00,2025-01-02 06:54:00
CMP_202605315,TYP_03,Part-Time Job Scam,191115.94,Punjab,District-51,2025-01-01T17:45:00,2025-01-02T06:45:00,2025-01-02 07:31:00
CMP_202601642,TYP_06,Marketplace / OLX Fraud,4035.13,Andhra Pradesh,District-73,2025-01-01T20:06:00,2025-01-02T07:06:00,2025-01-02 07:33:00
CMP_202604235,TYP_06,Marketplace / OLX Fraud,15004.77,Jharkhand,District-42,2025-01-01T11:07:00,2025-01-02T07:07:00,2025-01-02 07:52:00
CMP_202601223,TYP_05,Sextortion,33116.16,Punjab,District-57,2025-01-01T15:32:00,2025-01-02T07:32:00,2025-01-02 08:11:00
CMP_202624313,TYP_02,Fake Loan App,48980.11,Uttar Pradesh,Gorakhpur,2025-01-01T17:01:00,2025-01-02T08:01:00,2025-01-02 08:28:00
CMP_202602172,TYP_03,Part-Time Job Scam,159055.22,Punjab,District-57,2025-01-01T17:50:00,2025-01-02T08:50:00,2025-01-02 09:01:00
CMP_202601457,TYP_02,Fake Loan App,34276.89,Telangana,District-54,2025-01-01T11:30:00,2025-01-02T08:30:00,2025-01-02 09:05:00
CMP_202608795,TYP_03,Part-Time Job Scam,153046.1,Gujarat,District-68,2025-01-01T20:01:00,2025-01-02T09:01:00,2025-01-02 09:36:00
