hop_id,complaint_id,hop_sequence,from_account,to_account,amount_transferred,bank_channel,event_timestamp,available_timestamp
HOP_CMP_202600022_4,CMP_202600022,4,ACC_017706,ACC_017706,7232.71,NEFT,2025-04-14T10:41:00,2025-04-14T12:00:00
HOP_CMP_202600022_5,CMP_202600022,5,ACC_017706,ACC_017706,6079.44,IMPS,2025-04-14T10:49:00,2025-04-14T12:00:00
HOP_CMP_202600022_6,CMP_202600022,6,ACC_017706,ACC_017709,4378.25,UPI,2025-04-14T10:55:00,2025-04-14T11:39:00
HOP_CMP_202600022_7,CMP_202600022,7,ACC_017709,ACC_017707,4378.25,NEFT,2025-04-14T10:56:00,2025-04-14T12:30:00
HOP_CMP_202600023_1,CMP_202600023,1,ACC_024232,ACC_004554,78979.9,IMPS,2025-02-05T15:57:00,2025-02-05T17:25:00
HOP_CMP_202600024_1,CMP_202600024,1,ACC_024233,ACC_010485,29173.85,UPI,2025-02-21T14:09:00,2025-02-21T15:22:00
HOP_CMP_202600024_2,CMP_202600024,2,ACC_010485,ACC_010417,28706.67,UPI,2025-02-21T14:11:00,2025-02-21T14:48:00
HOP_CMP_202600024_3,CMP_202600024,3,ACC_010417,ACC_010446,15840.06,NEFT,2025-02-21T14:28:00,2025-02-21T16:20:00
HOP_CMP_202600024_4,CMP_202600024,4,ACC_010446,ACC_010417,11588.7,NEFT,2025-02-21T14:29:00,2025-02-21T15:35:00
HOP_CMP_202600024_5,CMP_202600024,5,ACC_010417,ACC_010418,8215.81,IMPS,2025-02-21T14:30:00,2025-02-21T15:31:00
HOP_CMP_202600024_6,CMP_202600024,6,ACC_010418,ACC_010418,5534.9,NEFT,2025-02-21T14:31:00,2025-02-21T15:13:00
HOP_CMP_202600024_7,CMP_202600024,7,ACC_010418,ACC_010417,5534.9,IMPS,2025-02-21T14:33:00,2025-02-21T15:05:00
HOP_CMP_202600026_1,CMP_202600026,1,ACC_024235,ACC_020625,19377.22,NEFT,2025-03-28T21:09:00,2025-03-28T22:49:00
HOP_CMP_202600026_2,CMP_202600026,2,ACC_020625,ACC_020625,14034.13,UPI,2025-03-28T21:10:00,2025-03-28T22:44:00
HOP_CMP_202600026_3,CMP_202600026,3,ACC_020625,ACC_020625,14034.13,NEFT,2025-03-28T21:27:00,2025-03-28T22:59:00
HOP_CMP_202600027_1,CMP_202600027,1,ACC_024236,ACC_009873,163040.61,IMPS,2025-03-02T12:13:00,2025-03-02T13:25:00
HOP_CMP_202600027_2,CMP_202600027,2,ACC_009873,ACC_009882,118860.47,UPI,2025-03-02T12:24:00,2025-03-02T13:39:00
HOP_CMP_202600027_3,CMP_202600027,3,ACC_009882,ACC_010240,59533.67,NEFT,2025-03-02T12:38:00,2025-03-02T14:22:00
HOP_CMP_202600027_4,CMP_202600027,4,ACC_010240,ACC_009876,31724.1,IMPS,2025-03-02T12:39:00,2025-03-02T13:05:00
HOP_CMP_202600027_5,CMP_202600027,5,ACC_009876,ACC_009873,26300.94,IMPS,2025-03-02T12:45:00,2025-03-02T13:25:00
HOP_CMP_202600027_6,CMP_202600027,6,ACC_009873,ACC_009874,26300.94,UPI,2025-03-02T13:20:00,2025-03-02T14:57:00
HOP_CMP_202600028_1,CMP_202600028,1,ACC_024237,ACC_013894,9813.64,UPI,2025-01-28T18:13:00,2025-01-28T20:09:00
HOP_CMP_202600028_2,CMP_202600028,2,ACC_013894,ACC_013895,6759.76,UPI,2025-01-28T18:35:00,2025-01-28T20:06:00
HOP_CMP_202600028_3,CMP_202600028,3,ACC_013895,ACC_013894,6759.76,NEFT,2025-01-28T18:38:00,2025-01-28T20:04:00
HOP_CMP_202600029_1,CMP_202600029,1,ACC_024238,ACC_022701,28081.37,UPI,2025-04-25T16:17:00,2025-04-25T17:50:00
HOP_CMP_202600033_1,CMP_202600033,1,ACC_024242,ACC_004544,38762.68,IMPS,2025-02-07T17:06:00,2025-02-07T18:06:00
HOP_CMP_202600034_1,CMP_202600034,1,ACC_024243,ACC_006759,18694.54,UPI,2025-04-19T14:44:00,2025-04-19T15:21:00
HOP_CMP_202600034_2,CMP_202600034,2,ACC_006759,ACC_006749,18694.54,UPI,2025-04-19T14:52:00,2025-04-19T15:59:00
HOP_CMP_202600037_1,CMP_202600037,1,ACC_024246,ACC_016927,5594.49,IMPS,2025-05-06T11:33:00,2025-05-06T12:22:00
HOP_CMP_202600038_1,CMP_202600038,1,ACC_024247,ACC_017706,45001.84,NEFT,2025-01-25T17:16:00,2025-01-25T17:57:00
HOP_CMP_202600039_1,CMP_202600039,1,ACC_024248,ACC_022873,21674.24,NEFT,2025-02-05T10:07:00,2025-02-05T12:00:00
HOP_CMP_202600039_2,CMP_202600039,2,ACC_022873,ACC_022873,12975.51,NEFT,2025-02-05T10:08:00,2025-02-05T10:38:00
HOP_CMP_202600039_3,CMP_202600039,3,ACC_022873,ACC_022875,12975.51,IMPS,2025-02-05T10:18:00,2025-02-05T12:13:00
HOP_CMP_202600040_1,CMP_202600040,1,ACC_024249,ACC_023139,29415.47,IMPS,2025-03-31T19:47:00,2025-03-31T21:45:00
HOP_CMP_202600040_2,CMP_202600040,2,ACC_023139,ACC_023168,25976.32,NEFT,2025-03-31T20:08:00,2025-03-31T21:00:00
HOP_CMP_202600040_3,CMP_202600040,3,ACC_023168,ACC_023138,25976.32,UPI,2025-03-31T20:11:00,2025-03-31T21:29:00
HOP_CMP_202600042_1,CMP_202600042,1,ACC_024251,ACC_013598,252408.89,NEFT,2025-02-15T13:34:00,2025-02-15T15:21:00
HOP_CMP_202600042_2,CMP_202600042,2,ACC_013598,ACC_013597,156533.29,NEFT,2025-02-15T13:35:00,2025-02-15T15:29:00
HOP_CMP_202600042_3,CMP_202600042,3,ACC_013597,ACC_013597,146788.64,UPI,2025-02-15T13:41:00,2025-02-15T15:02:00
HOP_CMP_202600042_4,CMP_202600042,4,ACC_013597,ACC_013608,146788.64,UPI,2025-02-15T13:44:00,2025-02-15T14:52:00
HOP_CMP_202600044_1,CMP_202600044,1,ACC_024253,ACC_010331,1439292.48,NEFT,2025-01-30T12:20:00,2025-01-30T14:11:00
HOP_CMP_202600044_2,CMP_202600044,2,ACC_010331,ACC_010326,1401629.2,NEFT,2025-01-30T12:21:00,2025-01-30T12:56:00
HOP_CMP_202600044_3,CMP_202600044,3,ACC_010326,ACC_010327,1401629.2,IMPS,2025-01-30T12:27:00,2025-01-30T14:21:00
HOP_CMP_202600048_1,CMP_202600048,1,ACC_024257,ACC_007924,83894.33,IMPS,2025-03-19T06:38:00,2025-03-19T08:33:00
HOP_CMP_202600048_2,CMP_202600048,2,ACC_007924,ACC_007813,51563.51,UPI,2025-03-19T07:07:00,2025-03-19T08:00:00
HOP_CMP_202600048_3,CMP_202600048,3,ACC_007813,ACC_007798,51563.51,IMPS,2025-03-19T07:08:00,2025-03-19T08:35:00
HOP_CMP_202600049_1,CMP_202600049,1,ACC_024258,ACC_011101,4510.88,UPI,2025-02-10T13:34:00,2025-02-10T14:58:00
HOP_CMP_202600049_2,CMP_202600049,2,ACC_011101,ACC_011099,3843.25,NEFT,2025-02-10T13:35:00,2025-02-10T15:07:00
HOP_CMP_202600049_3,CMP_202600049,3,ACC_011099,ACC_011103,3843.25,IMPS,2025-02-10T13:38:00,2025-02-10T14:04:00
HOP_CMP_202600050_1,CMP_202600050,1,ACC_024259,ACC_006802,49309.6,IMPS,2025-03-14T15:25:00,2025-03-14T15:53:00
HOP_CMP_202600050_2,CMP_202600050,2,ACC_006802,ACC_006818,34178.74,NEFT,2025-03-14T15:37:00,2025-03-14T16:37:00
HOP_CMP_202600050_3,CMP_202600050,3,ACC_006818,ACC_006796,22681.2,IMPS,2025-03-14T15:58:00,2025-03-14T16:27:00
HOP_CMP_202600050_4,CMP_202600050,4,ACC_006796,ACC_006797,14189.77,NEFT,2025-03-14T16:13:00,2025-03-14T17:51:00
HOP_CMP_202600050_5,CMP_202600050,5,ACC_006797,ACC_006796,13505.9,IMPS,2025-03-14T16:15:00,2025-03-14T18:03:00
HOP_CMP_202600050_6,CMP_202600050,6,ACC_006796,ACC_006844,12899.29,NEFT,2025-03-14T16:16:00,2025-03-14T17:27:00
HOP_CMP_202600050_7,CMP_202600050,7,ACC_006844,ACC_006822,12899.29,UPI,2025-03-14T16:25:00,2025-03-14T17:20:00
HOP_CMP_202600051_1,CMP_202600051,1,ACC_024260,ACC_000924,54120.54,NEFT,2025-01-21T11:18:00,2025-01-21T12:55:00
HOP_CMP_202600051_2,CMP_202600051,2,ACC_000924,ACC_000783,27623.2,IMPS,2025-01-21T11:39:00,2025-01-21T13:22:00
HOP_CMP_202600051_3,CMP_202600051,3,ACC_000783,ACC_000782,20775.24,IMPS,2025-01-21T12:10:00,2025-01-21T12:58:00
HOP_CMP_202600051_4,CMP_202600051,4,ACC_000782,ACC_000784,16055.2,NEFT,2025-01-21T12:20:00,2025-01-21T14:02:00
HOP_CMP_202600051_5,CMP_202600051,5,ACC_000784,ACC_000791,16055.2,IMPS,2025-01-21T12:24:00,2025-01-21T13:42:00
HOP_CMP_202600053_1,CMP_202600053,1,ACC_024262,ACC_016105,3809.63,NEFT,2025-03-12T18:53:00,2025-03-12T20:33:00
HOP_CMP_202600053_2,CMP_202600053,2,ACC_016105,ACC_016105,3809.63,UPI,2025-03-12T20:27:00,2025-03-12T22:18:00
HOP_CMP_202600054_1,CMP_202600054,1,ACC_024263,ACC_019073,4780.26,IMPS,2025-04-16T17:45:00,2025-04-16T18:33:00
HOP_CMP_202600057_1,CMP_202600057,1,ACC_024266,ACC_015419,23217.82,IMPS,2025-02-08T12:04:00,2025-02-08T13:39:00
HOP_CMP_202600057_2,CMP_202600057,2,ACC_015419,ACC_015414,23217.82,UPI,2025-02-08T12:06:00,2025-02-08T12:48:00
HOP_CMP_202600058_1,CMP_202600058,1,ACC_024267,ACC_011647,56479.22,UPI,2025-02-09T13:02:00,2025-02-09T14:01:00
HOP_CMP_202600058_2,CMP_202600058,2,ACC_011647,ACC_011429,56479.22,UPI,2025-02-09T13:39:00,2025-02-09T15:13:00
HOP_CMP_202600060_1,CMP_202600060,1,ACC_024269,ACC_003147,15990.68,IMPS,2025-01-04T12:20:00,2025-01-04T13:05:00
HOP_CMP_202600061_1,CMP_202600061,1,ACC_024270,ACC_017341,13283.01,IMPS,2025-03-26T19:32:00,2025-03-26T20:31:00
HOP_CMP_202600061_2,CMP_202600061,2,ACC_017341,ACC_017341,9759.73,IMPS,2025-03-26T19:43:00,2025-03-26T21:17:00
HOP_CMP_202600061_3,CMP_202600061,3,ACC_017341,ACC_017339,9759.73,IMPS,2025-03-26T19:45:00,2025-03-26T21:28:00
HOP_CMP_202600062_1,CMP_202600062,1,ACC_024271,ACC_023942,19303.19,UPI,2025-04-24T12:57:00,2025-04-24T14:03:00
HOP_CMP_202600064_1,CMP_202600064,1,ACC_024273,ACC_018159,23556.94,NEFT,2025-02-05T11:00:00,2025-02-05T12:32:00
HOP_CMP_202600064_2,CMP_202600064,2,ACC_018159,ACC_017985,19846.3,NEFT,2025-02-05T11:01:00,2025-02-05T11:35:00
HOP_CMP_202600064_3,CMP_202600064,3,ACC_017985,ACC_018021,11058.81,IMPS,2025-02-05T11:02:00,2025-02-05T12:47:00
HOP_CMP_202600064_4,CMP_202600064,4,ACC_018021,ACC_017968,11058.81,IMPS,2025-02-05T11:07:00,2025-02-05T12:02:00
HOP_CMP_202600065_1,CMP_202600065,1,ACC_024274,ACC_001023,8942.6,UPI,2025-05-06T11:16:00,2025-05-06T12:43:00
HOP_CMP_202600065_2,CMP_202600065,2,ACC_001023,ACC_001023,8942.6,IMPS,2025-05-06T11:17:00,2025-05-06T12:50:00
HOP_CMP_202600066_1,CMP_202600066,1,ACC_024275,ACC_017973,3902.46,IMPS,2025-01-27T18:04:00,2025-01-27T19:00:00
HOP_CMP_202600066_2,CMP_202600066,2,ACC_017973,ACC_017972,3303.97,NEFT,2025-01-27T18:05:00,2025-01-27T19:55:00
HOP_CMP_202600066_3,CMP_202600066,3,ACC_017972,ACC_005186,1654.52,NEFT,2025-01-27T18:06:00,2025-01-27T19:25:00
HOP_CMP_202600066_4,CMP_202600066,4,ACC_005186,ACC_017969,1654.52,IMPS,2025-01-27T18:12:00,2025-01-27T19:23:00
HOP_CMP_202600067_1,CMP_202600067,1,ACC_024276,ACC_012894,253284.13,UPI,2025-02-19T07:06:00,2025-02-19T08:57:00
HOP_CMP_202600067_2,CMP_202600067,2,ACC_012894,ACC_012894,129411.84,UPI,2025-02-19T07:10:00,2025-02-19T08:04:00
HOP_CMP_202600067_3,CMP_202600067,3,ACC_012894,ACC_012895,129411.84,IMPS,2025-02-19T07:24:00,2025-02-19T08:04:00
HOP_CMP_202600069_1,CMP_202600069,1,ACC_024278,ACC_016465,6257.04,IMPS,2025-03-13T17:36:00,2025-03-13T18:03:00
HOP_CMP_202600069_2,CMP_202600069,2,ACC_016465,ACC_016458,3778.77,IMPS,2025-03-13T17:44:00,2025-03-13T19:18:00
HOP_CMP_202600069_3,CMP_202600069,3,ACC_016458,ACC_019101,1922.23,NEFT,2025-03-13T17:51:00,2025-03-13T19:48:00
HOP_CMP_202600069_4,CMP_202600069,4,ACC_019101,ACC_016458,1922.23,UPI,2025-03-13T17:56:00,2025-03-13T19:55:00
HOP_CMP_202600071_1,CMP_202600071,1,ACC_024280,ACC_001023,22920.92,NEFT,2025-02-06T16:34:00,2025-02-06T17:23:00
HOP_CMP_202600071_2,CMP_202600071,2,ACC_001023,ACC_001023,17361.39,IMPS,2025-02-06T16:36:00,2025-02-06T17:32:00
HOP_CMP_202600071_3,CMP_202600071,3,ACC_001023,ACC_001023,17361.39,UPI,2025-02-06T16:39:00,2025-02-06T17:46:00
HOP_CMP_202600073_1,CMP_202600073,1,ACC_024282,ACC_005541,54837.17,IMPS,2025-03-14T15:31:00,2025-03-14T16:28:00
HOP_CMP_202600073_2,CMP_202600073,2,ACC_005541,ACC_005548,32263.6,IMPS,2025-03-14T15:36:00,2025-03-14T16:21:00
HOP_CMP_202600073_3,CMP_202600073,3,ACC_005548,ACC_005537,32263.6,NEFT,2025-03-14T15:49:00,2025-03-14T16:21:00
HOP_CMP_202600074_1,CMP_202600074,1,ACC_024283,ACC_009202,15754.75,NEFT,2025-04-25T18:29:00,2025-04-25T20:09:00
HOP_CMP_202600074_2,CMP_202600074,2,ACC_009202,ACC_009190,10357.23,NEFT,2025-04-25T18:30:00,2025-04-25T19:15:00
HOP_CMP_202600074_3,CMP_202600074,3,ACC_009190,ACC_009190,7040.56,UPI,2025-04-25T18:34:00,2025-04-25T19:30:00
HOP_CMP_202600074_4,CMP_202600074,4,ACC_009190,ACC_009250,6652.14,UPI,2025-04-25T18:35:00,2025-04-25T19:34:00
HOP_CMP_202600074_5,CMP_202600074,5,ACC_009250,ACC_009190,4261.52,NEFT,2025-04-25T18:48:00,2025-04-25T19:10:00
HOP_CMP_202600074_6,CMP_202600074,6,ACC_009190,ACC_009191,3343.31,UPI,2025-04-25T19:04:00,2025-04-25T20:17:00
HOP_CMP_202600074_7,CMP_202600074,7,ACC_009191,ACC_009191,3343.31,IMPS,2025-04-25T19:07:00,2025-04-25T20:44:00
HOP_CMP_202600075_1,CMP_202600075,1,ACC_024284,ACC_005043,13400.33,NEFT,2025-01-13T09:05:00,2025-01-13T11:01:00
HOP_CMP_202600076_1,CMP_202600076,1,ACC_024285,ACC_018319,32899.49,UPI,2025-02-11T09:23:00,2025-02-11T10:33:00
HOP_CMP_202600076_2,CMP_202600076,2,ACC_018319,ACC_018318,22543.14,UPI,2025-02-11T09:25:00,2025-02-11T10:14:00
HOP_CMP_202600076_3,CMP_202600076,3,ACC_018318,ACC_018318,20879.5,NEFT,2025-02-11T09:26:00,2025-02-11T10:24:00
HOP_CMP_202600076_4,CMP_202600076,4,ACC_018318,ACC_018321,15174.73,NEFT,2025-02-11T09:29:00,2025-02-11T10:33:00
HOP_CMP_202600076_5,CMP_202600076,5,ACC_018321,ACC_018318,12075.86,UPI,2025-02-11T09:32:00,2025-02-11T10:46:00
HOP_CMP_202600076_6,CMP_202600076,6,ACC_018318,ACC_018318,12075.86,UPI,2025-02-11T09:40:00,2025-02-11T10:19:00
HOP_CMP_202600078_1,CMP_202600078,1,ACC_024287,ACC_011680,248343.5,UPI,2025-02-20T12:23:00,2025-02-20T13:52:00
HOP_CMP_202600078_2,CMP_202600078,2,ACC_011680,ACC_020224,248343.5,NEFT,2025-02-20T12:38:00,2025-02-20T12:54:00
HOP_CMP_202600079_1,CMP_202600079,1,ACC_024288,ACC_002990,243338.25,NEFT,2025-01-29T12:12:00,2025-01-29T13:01:00
HOP_CMP_202600079_2,CMP_202600079,2,ACC_002990,ACC_002984,243338.25,UPI,2025-01-29T12:13:00,2025-01-29T13:10:00
HOP_CMP_202600081_1,CMP_202600081,1,ACC_024290,ACC_021976,12581.72,IMPS,2025-02-05T14:09:00,2025-02-05T16:06:00
HOP_CMP_202600081_2,CMP_202600081,2,ACC_021976,ACC_021910,11482.5,NEFT,2025-02-05T14:15:00,2025-02-05T15:40:00
HOP_CMP_202600081_3,CMP_202600081,3,ACC_021910,ACC_021894,6460.89,IMPS,2025-02-05T14:18:00,2025-02-05T15:17:00
HOP_CMP_202600081_4,CMP_202600081,4,ACC_021894,ACC_021919,6460.89,NEFT,2025-02-05T14:36:00,2025-02-05T15:50:00
HOP_CMP_202600082_1,CMP_202600082,1,ACC_024291,ACC_021495,65541.2,NEFT,2025-02-27T19:11:00,2025-02-27T19:57:00
HOP_CMP_202600082_2,CMP_202600082,2,ACC_021495,ACC_021403,65541.2,IMPS,2025-02-27T19:14:00,2025-02-27T20:12:00
HOP_CMP_202600084_1,CMP_202600084,1,ACC_024293,ACC_023989,14674.61,IMPS,2025-03-22T18:05:00,2025-03-22T19:22:00
HOP_CMP_202600084_2,CMP_202600084,2,ACC_023989,ACC_023989,9216.83,UPI,2025-03-22T18:12:00,2025-03-22T19:34:00
HOP_CMP_202600084_3,CMP_202600084,3,ACC_023989,ACC_024060,9216.83,NEFT,2025-03-22T18:19:00,2025-03-22T19:50:00
HOP_CMP_202600085_1,CMP_202600085,1,ACC_024294,ACC_005007,8716.94,NEFT,2025-01-12T15:15:00,2025-01-12T16:21:00
HOP_CMP_202600085_2,CMP_202600085,2,ACC_005007,ACC_005010,8716.94,IMPS,2025-01-12T15:16:00,2025-01-12T16:21:00
HOP_CMP_202600086_1,CMP_202600086,1,ACC_024295,ACC_021240,2318.43,NEFT,2025-01-22T19:36:00,2025-01-22T20:10:00
HOP_CMP_202600086_2,CMP_202600086,2,ACC_021240,ACC_021239,1583.33,NEFT,2025-01-22T19:37:00,2025-01-22T20:43:00
HOP_CMP_202600086_3,CMP_202600086,3,ACC_021239,ACC_021242,1034.12,NEFT,2025-01-22T19:44:00,2025-01-22T21:32:00
HOP_CMP_202600086_4,CMP_202600086,4,ACC_021242,ACC_021239,1034.12,NEFT,2025-01-22T19:46:00,2025-01-22T21:35:00
HOP_CMP_202600087_1,CMP_202600087,1,ACC_024296,ACC_004543,16979.9,NEFT,2025-03-20T11:17:00,2025-03-20T12:11:00
HOP_CMP_202600087_2,CMP_202600087,2,ACC_004543,ACC_004543,10375.57,UPI,2025-03-20T11:18:00,2025-03-20T12:26:00
HOP_CMP_202600087_3,CMP_202600087,3,ACC_004543,ACC_004543,10375.57,UPI,2025-03-20T11:19:00,2025-03-20T12:32:00
HOP_CMP_202600088_1,CMP_202600088,1,ACC_024297,ACC_015024,85511.03,NEFT,2025-05-06T11:21:00,2025-05-06T12:20:00
HOP_CMP_202600088_2,CMP_202600088,2,ACC_015024,ACC_015023,71971.52,IMPS,2025-05-06T11:22:00,2025-05-06T12:01:00
HOP_CMP_202600088_3,CMP_202600088,3,ACC_015023,ACC_015107,62502.91,IMPS,2025-05-06T11:24:00,2025-05-06T12:11:00
HOP_CMP_202600088_4,CMP_202600088,4,ACC_015107,ACC_015020,62502.91,IMPS,2025-05-06T11:29:00,2025-05-06T13:01:00
HOP_CMP_202600090_1,CMP_202600090,1,ACC_024299,ACC_003319,4769.3,UPI,2025-02-22T16:11:00,2025-02-22T17:32:00
HOP_CMP_202600090_2,CMP_202600090,2,ACC_003319,ACC_003324,4377.0,NEFT,2025-02-22T16:21:00,2025-02-22T18:16:00
HOP_CMP_202600090_3,CMP_202600090,3,ACC_003324,ACC_003318,2602.71,IMPS,2025-02-22T16:32:00,2025-02-22T17:53:00
HOP_CMP_202600090_4,CMP_202600090,4,ACC_003318,ACC_003318,1686.93,UPI,2025-02-22T16:35:00,2025-02-22T17:23:00
HOP_CMP_202600090_5,CMP_202600090,5,ACC_003318,ACC_003320,1686.93,UPI,2025-02-22T16:46:00,2025-02-22T18:13:00
HOP_CMP_202600092_1,CMP_202600092,1,ACC_024301,ACC_020799,78114.08,NEFT,2025-03-18T10:16:00,2025-03-18T10:46:00
