hop_id,complaint_id,hop_sequence,from_account,to_account,amount_transferred,bank_channel,event_timestamp,available_timestamp
HOP_CMP_202600028_1,CMP_202600028,1,ACC_003068,ACC_002777,23711.55,NEFT,2025-03-04T15:46:00,2025-03-04T16:21:00
HOP_CMP_202600029_1,CMP_202600029,1,ACC_003069,ACC_000060,12840.89,NEFT,2025-01-03T10:41:00,2025-01-03T11:07:00
HOP_CMP_202600030_1,CMP_202600030,1,ACC_003070,ACC_001233,7509.45,NEFT,2025-02-04T13:22:00,2025-02-04T15:04:00
HOP_CMP_202600031_1,CMP_202600031,1,ACC_003071,ACC_000276,11273.52,IMPS,2025-01-26T13:28:00,2025-01-26T13:48:00
HOP_CMP_202600031_2,CMP_202600031,2,ACC_000276,ACC_000328,11273.52,UPI,2025-01-26T13:30:00,2025-01-26T14:35:00
HOP_CMP_202600032_1,CMP_202600032,1,ACC_003072,ACC_001912,60971.29,IMPS,2025-06-06T12:27:00,2025-06-06T13:59:00
HOP_CMP_202600032_2,CMP_202600032,2,ACC_001912,ACC_001927,46182.44,UPI,2025-06-06T12:28:00,2025-06-06T14:12:00
HOP_CMP_202600032_3,CMP_202600032,3,ACC_001927,ACC_001914,29642.13,UPI,2025-06-06T12:33:00,2025-06-06T14:16:00
HOP_CMP_202600032_4,CMP_202600032,4,ACC_001914,ACC_001913,29642.13,IMPS,2025-06-06T12:55:00,2025-06-06T14:35:00
HOP_CMP_202600033_1,CMP_202600033,1,ACC_003073,ACC_001542,24622.9,IMPS,2025-06-17T15:46:00,2025-06-17T17:44:00
HOP_CMP_202600034_1,CMP_202600034,1,ACC_003074,ACC_000782,45543.05,IMPS,2025-04-29T10:33:00,2025-04-29T10:58:00
HOP_CMP_202600034_2,CMP_202600034,2,ACC_000782,ACC_000782,25643.24,NEFT,2025-04-29T10:34:00,2025-04-29T11:46:00
HOP_CMP_202600034_3,CMP_202600034,3,ACC_000782,ACC_000813,17087.73,UPI,2025-04-29T10:36:00,2025-04-29T12:29:00
HOP_CMP_202600034_4,CMP_202600034,4,ACC_000813,ACC_000782,17087.73,UPI,2025-04-29T10:39:00,2025-04-29T12:25:00
HOP_CMP_202600035_1,CMP_202600035,1,ACC_003075,ACC_002224,20212.46,UPI,2025-05-31T18:20:00,2025-05-31T19:35:00
HOP_CMP_202600035_2,CMP_202600035,2,ACC_002224,ACC_002266,13593.74,IMPS,2025-05-31T18:21:00,2025-05-31T19:00:00
HOP_CMP_202600035_3,CMP_202600035,3,ACC_002266,ACC_001033,8064.91,UPI,2025-05-31T18:22:00,2025-05-31T19:26:00
HOP_CMP_202600035_4,CMP_202600035,4,ACC_001033,ACC_002242,8064.91,NEFT,2025-05-31T18:34:00,2025-05-31T19:39:00
HOP_CMP_202600036_1,CMP_202600036,1,ACC_003076,ACC_002779,101920.3,IMPS,2025-06-18T18:43:00,2025-06-18T20:27:00
HOP_CMP_202600036_2,CMP_202600036,2,ACC_002779,ACC_002794,55710.47,UPI,2025-06-18T18:53:00,2025-06-18T20:01:00
HOP_CMP_202600036_3,CMP_202600036,3,ACC_002794,ACC_002786,55710.47,IMPS,2025-06-18T18:59:00,2025-06-18T19:31:00
HOP_CMP_202600037_1,CMP_202600037,1,ACC_003077,ACC_001478,8526.05,NEFT,2025-04-17T18:06:00,2025-04-17T19:52:00
HOP_CMP_202600037_2,CMP_202600037,2,ACC_001478,ACC_002983,8526.05,IMPS,2025-04-17T18:31:00,2025-04-17T18:46:00
HOP_CMP_202600038_1,CMP_202600038,1,ACC_003078,ACC_000328,9692.73,NEFT,2025-03-12T10:37:00,2025-03-12T12:07:00
HOP_CMP_202600039_1,CMP_202600039,1,ACC_003079,ACC_002454,867017.89,UPI,2025-06-01T07:44:00,2025-06-01T09:35:00
HOP_CMP_202600039_2,CMP_202600039,2,ACC_002454,ACC_002775,867017.89,NEFT,2025-06-01T07:45:00,2025-06-01T08:52:00
HOP_CMP_202600040_1,CMP_202600040,1,ACC_003080,ACC_002777,293957.38,UPI,2025-06-05T18:48:00,2025-06-05T20:18:00
HOP_CMP_202600040_2,CMP_202600040,2,ACC_002777,ACC_002777,293957.38,IMPS,2025-06-05T18:58:00,2025-06-05T20:36:00
HOP_CMP_202600041_1,CMP_202600041,1,ACC_003081,ACC_001026,85723.98,UPI,2025-05-16T18:16:00,2025-05-16T20:16:00
HOP_CMP_202600041_2,CMP_202600041,2,ACC_001026,ACC_000196,77254.07,UPI,2025-05-16T18:19:00,2025-05-16T18:43:00
HOP_CMP_202600041_3,CMP_202600041,3,ACC_000196,ACC_001023,77254.07,UPI,2025-05-16T18:43:00,2025-05-16T20:07:00
HOP_CMP_202600042_1,CMP_202600042,1,ACC_003082,ACC_001918,44703.31,IMPS,2025-05-08T15:38:00,2025-05-08T17:03:00
HOP_CMP_202600042_2,CMP_202600042,2,ACC_001918,ACC_001972,34885.45,UPI,2025-05-08T15:40:00,2025-05-08T16:44:00
HOP_CMP_202600042_3,CMP_202600042,3,ACC_001972,ACC_001924,20935.75,NEFT,2025-05-08T15:41:00,2025-05-08T17:19:00
HOP_CMP_202600042_4,CMP_202600042,4,ACC_001924,ACC_001912,20935.75,NEFT,2025-05-08T15:56:00,2025-05-08T16:53:00
HOP_CMP_202600043_1,CMP_202600043,1,ACC_003083,ACC_000060,11836.8,IMPS,2025-02-13T13:44:00,2025-02-13T14:52:00
HOP_CMP_202600044_1,CMP_202600044,1,ACC_003084,ACC_000268,92830.18,IMPS,2025-03-15T16:20:00,2025-03-15T17:56:00
HOP_CMP_202600045_1,CMP_202600045,1,ACC_003085,ACC_002777,28775.71,IMPS,2025-01-17T15:09:00,2025-01-17T15:58:00
HOP_CMP_202600045_2,CMP_202600045,2,ACC_002777,ACC_002781,16135.1,NEFT,2025-01-17T15:11:00,2025-01-17T16:09:00
HOP_CMP_202600045_3,CMP_202600045,3,ACC_002781,ACC_002903,16135.1,UPI,2025-01-17T15:14:00,2025-01-17T15:44:00
HOP_CMP_202600046_1,CMP_202600046,1,ACC_003086,ACC_001015,232312.96,NEFT,2025-02-15T18:27:00,2025-02-15T19:14:00
HOP_CMP_202600046_2,CMP_202600046,2,ACC_001015,ACC_000782,205188.55,IMPS,2025-02-15T18:29:00,2025-02-15T20:25:00
HOP_CMP_202600046_3,CMP_202600046,3,ACC_000782,ACC_001021,205188.55,IMPS,2025-02-15T18:30:00,2025-02-15T19:28:00
HOP_CMP_202600047_1,CMP_202600047,1,ACC_003087,ACC_002983,4230.48,NEFT,2025-03-29T11:57:00,2025-03-29T13:07:00
HOP_CMP_202600047_2,CMP_202600047,2,ACC_002983,ACC_002988,2564.43,IMPS,2025-03-29T12:57:00,2025-03-29T14:03:00
HOP_CMP_202600047_3,CMP_202600047,3,ACC_002988,ACC_002984,2273.96,NEFT,2025-03-29T13:15:00,2025-03-29T14:31:00
HOP_CMP_202600047_4,CMP_202600047,4,ACC_002984,ACC_002983,1394.79,NEFT,2025-03-29T13:20:00,2025-03-29T15:10:00
HOP_CMP_202600047_5,CMP_202600047,5,ACC_002983,ACC_002983,1042.17,UPI,2025-03-29T13:35:00,2025-03-29T15:29:00
HOP_CMP_202600047_6,CMP_202600047,6,ACC_002983,ACC_002983,1042.17,UPI,2025-03-29T13:51:00,2025-03-29T15:28:00
HOP_CMP_202600048_1,CMP_202600048,1,ACC_003088,ACC_000002,54643.7,IMPS,2025-01-05T14:47:00,2025-01-05T15:55:00
HOP_CMP_202600048_2,CMP_202600048,2,ACC_000002,ACC_000007,54643.7,IMPS,2025-01-05T15:05:00,2025-01-05T16:19:00
HOP_CMP_202600049_1,CMP_202600049,1,ACC_003089,ACC_001534,8318.65,UPI,2025-06-01T10:15:00,2025-06-01T11:40:00
HOP_CMP_202600049_2,CMP_202600049,2,ACC_001534,ACC_001534,4294.42,NEFT,2025-06-01T10:20:00,2025-06-01T12:18:00
HOP_CMP_202600049_3,CMP_202600049,3,ACC_001534,ACC_001537,4294.42,NEFT,2025-06-01T10:27:00,2025-06-01T11:21:00
HOP_CMP_202600050_1,CMP_202600050,1,ACC_003090,ACC_002779,14032.08,UPI,2025-03-18T11:44:00,2025-03-18T13:43:00
HOP_CMP_202600051_1,CMP_202600051,1,ACC_003091,ACC_002781,235116.08,UPI,2025-05-16T14:25:00,2025-05-16T16:14:00
HOP_CMP_202600052_1,CMP_202600052,1,ACC_003092,ACC_000782,247476.36,IMPS,2025-02-05T16:02:00,2025-02-05T16:29:00
HOP_CMP_202600052_2,CMP_202600052,2,ACC_000782,ACC_000786,165040.15,IMPS,2025-02-05T16:03:00,2025-02-05T17:56:00
HOP_CMP_202600052_3,CMP_202600052,3,ACC_000786,ACC_000782,130565.59,IMPS,2025-02-05T16:05:00,2025-02-05T16:47:00
HOP_CMP_202600052_4,CMP_202600052,4,ACC_000782,ACC_000798,85617.64,NEFT,2025-02-05T16:07:00,2025-02-05T16:57:00
HOP_CMP_202600052_5,CMP_202600052,5,ACC_000798,ACC_000782,85617.64,NEFT,2025-02-05T16:09:00,2025-02-05T16:34:00
HOP_CMP_202600053_1,CMP_202600053,1,ACC_003093,ACC_002223,12335.75,UPI,2025-04-14T12:40:00,2025-04-14T13:48:00
HOP_CMP_202600053_2,CMP_202600053,2,ACC_002223,ACC_002223,7012.21,IMPS,2025-04-14T12:42:00,2025-04-14T13:03:00
HOP_CMP_202600053_3,CMP_202600053,3,ACC_002223,ACC_002223,3520.16,UPI,2025-04-14T12:54:00,2025-04-14T14:24:00
HOP_CMP_202600053_4,CMP_202600053,4,ACC_002223,ACC_001480,3520.16,NEFT,2025-04-14T12:55:00,2025-04-14T14:01:00
HOP_CMP_202600054_1,CMP_202600054,1,ACC_003094,ACC_002984,27442.56,IMPS,2025-03-27T14:11:00,2025-03-27T15:38:00
HOP_CMP_202600054_2,CMP_202600054,2,ACC_002984,ACC_002984,27442.56,UPI,2025-03-27T14:12:00,2025-03-27T14:29:00
HOP_CMP_202600055_1,CMP_202600055,1,ACC_003095,ACC_002289,51019.42,NEFT,2025-03-03T16:27:00,2025-03-03T17:16:00
HOP_CMP_202600056_1,CMP_202600056,1,ACC_003096,ACC_001534,2351318.07,NEFT,2025-04-21T17:21:00,2025-04-21T18:00:00
HOP_CMP_202600057_1,CMP_202600057,1,ACC_003097,ACC_001912,22955.82,UPI,2025-03-15T16:18:00,2025-03-15T16:48:00
HOP_CMP_202600057_2,CMP_202600057,2,ACC_001912,ACC_001912,11494.58,IMPS,2025-03-15T16:41:00,2025-03-15T17:59:00
HOP_CMP_202600057_3,CMP_202600057,3,ACC_001912,ACC_001915,10039.28,NEFT,2025-03-15T16:42:00,2025-03-15T17:21:00
HOP_CMP_202600057_4,CMP_202600057,4,ACC_001915,ACC_001912,9107.87,NEFT,2025-03-15T16:43:00,2025-03-15T17:21:00
HOP_CMP_202600057_5,CMP_202600057,5,ACC_001912,ACC_001913,9107.87,IMPS,2025-03-15T16:45:00,2025-03-15T18:25:00
HOP_CMP_202600058_1,CMP_202600058,1,ACC_003098,ACC_002303,9799.54,NEFT,2025-06-25T09:34:00,2025-06-25T10:24:00
HOP_CMP_202600058_2,CMP_202600058,2,ACC_002303,ACC_000861,5442.54,NEFT,2025-06-25T10:11:00,2025-06-25T11:57:00
HOP_CMP_202600058_3,CMP_202600058,3,ACC_000861,ACC_000439,5442.54,IMPS,2025-06-25T10:20:00,2025-06-25T11:18:00
HOP_CMP_202600059_1,CMP_202600059,1,ACC_003099,ACC_002225,62030.45,NEFT,2025-03-25T23:28:00,2025-03-26T01:10:00
HOP_CMP_202600059_2,CMP_202600059,2,ACC_002225,ACC_002236,35540.83,UPI,2025-03-25T23:29:00,2025-03-26T01:05:00
HOP_CMP_202600059_3,CMP_202600059,3,ACC_002236,ACC_002223,33019.45,NEFT,2025-03-25T23:47:00,2025-03-26T01:27:00
HOP_CMP_202600059_4,CMP_202600059,4,ACC_002223,ACC_002223,33019.45,UPI,2025-03-26T00:01:00,2025-03-26T01:18:00
HOP_CMP_202600060_1,CMP_202600060,1,ACC_003100,ACC_001023,36617.1,IMPS,2025-01-16T19:03:00,2025-01-16T20:16:00
HOP_CMP_202600060_2,CMP_202600060,2,ACC_001023,ACC_001023,20884.52,UPI,2025-01-16T19:07:00,2025-01-16T19:58:00
HOP_CMP_202600060_3,CMP_202600060,3,ACC_001023,ACC_001027,10586.03,NEFT,2025-01-16T19:08:00,2025-01-16T21:01:00
HOP_CMP_202600060_4,CMP_202600060,4,ACC_001027,ACC_001025,7134.15,NEFT,2025-01-16T19:09:00,2025-01-16T20:22:00
HOP_CMP_202600060_5,CMP_202600060,5,ACC_001025,ACC_001023,7134.15,NEFT,2025-01-16T19:10:00,2025-01-16T19:50:00
HOP_CMP_202600061_1,CMP_202600061,1,ACC_003101,ACC_000961,29133.7,UPI,2025-02-26T19:39:00,2025-02-26T21:16:00
HOP_CMP_202600062_1,CMP_202600062,1,ACC_003102,ACC_002287,180545.23,NEFT,2025-03-10T19:01:00,2025-03-10T20:44:00
HOP_CMP_202600062_2,CMP_202600062,2,ACC_002287,ACC_002223,180545.23,NEFT,2025-03-10T19:05:00,2025-03-10T19:59:00
HOP_CMP_202600063_1,CMP_202600063,1,ACC_003103,ACC_002984,9755.47,NEFT,2025-03-14T17:27:00,2025-03-14T19:07:00
HOP_CMP_202600063_2,CMP_202600063,2,ACC_002984,ACC_002987,9374.17,NEFT,2025-03-14T17:36:00,2025-03-14T18:58:00
HOP_CMP_202600063_3,CMP_202600063,3,ACC_002987,ACC_002986,4702.88,IMPS,2025-03-14T17:38:00,2025-03-14T19:00:00
HOP_CMP_202600063_4,CMP_202600063,4,ACC_002986,ACC_002985,4161.31,UPI,2025-03-14T17:41:00,2025-03-14T19:24:00
HOP_CMP_202600063_5,CMP_202600063,5,ACC_002985,ACC_002997,3081.49,IMPS,2025-03-14T17:51:00,2025-03-14T18:06:00
HOP_CMP_202600063_6,CMP_202600063,6,ACC_002997,ACC_002984,3081.49,NEFT,2025-03-14T17:58:00,2025-03-14T18:52:00
HOP_CMP_202600064_1,CMP_202600064,1,ACC_003104,ACC_002445,11435.84,NEFT,2025-06-10T15:32:00,2025-06-10T17:04:00
HOP_CMP_202600065_1,CMP_202600065,1,ACC_003105,ACC_001237,4526.14,IMPS,2025-03-04T15:23:00,2025-03-04T16:23:00
HOP_CMP_202600065_2,CMP_202600065,2,ACC_001237,ACC_001232,2778.09,NEFT,2025-03-04T15:29:00,2025-03-04T16:47:00
HOP_CMP_202600065_3,CMP_202600065,3,ACC_001232,ACC_000313,2174.08,IMPS,2025-03-04T15:47:00,2025-03-04T16:15:00
HOP_CMP_202600065_4,CMP_202600065,4,ACC_000313,ACC_001280,2174.08,IMPS,2025-03-04T15:58:00,2025-03-04T16:18:00
HOP_CMP_202600066_1,CMP_202600066,1,ACC_003106,ACC_002234,3899.59,UPI,2025-02-04T15:15:00,2025-02-04T16:17:00
HOP_CMP_202600066_2,CMP_202600066,2,ACC_002234,ACC_002407,2184.31,UPI,2025-02-04T16:25:00,2025-02-04T17:32:00
HOP_CMP_202600066_3,CMP_202600066,3,ACC_002407,ACC_002223,2067.56,IMPS,2025-02-04T16:32:00,2025-02-04T17:44:00
HOP_CMP_202600066_4,CMP_202600066,4,ACC_002223,ACC_002226,1666.22,IMPS,2025-02-04T16:39:00,2025-02-04T17:24:00
HOP_CMP_202600066_5,CMP_202600066,5,ACC_002226,ACC_002234,1666.22,NEFT,2025-02-04T16:41:00,2025-02-04T18:37:00
HOP_CMP_202600067_1,CMP_202600067,1,ACC_003107,ACC_000336,49519.58,IMPS,2025-06-26T17:41:00,2025-06-26T19:32:00
HOP_CMP_202600067_2,CMP_202600067,2,ACC_000336,ACC_000330,44990.16,IMPS,2025-06-26T17:45:00,2025-06-26T19:02:00
HOP_CMP_202600067_3,CMP_202600067,3,ACC_000330,ACC_000331,24746.69,NEFT,2025-06-26T17:50:00,2025-06-26T18:47:00
HOP_CMP_202600067_4,CMP_202600067,4,ACC_000331,ACC_000331,15809.05,UPI,2025-06-26T17:51:00,2025-06-26T19:19:00
HOP_CMP_202600067_5,CMP_202600067,5,ACC_000331,ACC_000330,15809.05,UPI,2025-06-26T17:52:00,2025-06-26T18:52:00
HOP_CMP_202600068_1,CMP_202600068,1,ACC_003108,ACC_002289,49183.56,NEFT,2025-01-06T14:50:00,2025-01-06T16:50:00
HOP_CMP_202600068_2,CMP_202600068,2,ACC_002289,ACC_000735,44936.01,IMPS,2025-01-06T14:52:00,2025-01-06T15:32:00
HOP_CMP_202600068_3,CMP_202600068,3,ACC_000735,ACC_002290,44936.01,IMPS,2025-01-06T14:53:00,2025-01-06T16:06:00
HOP_CMP_202600069_1,CMP_202600069,1,ACC_003109,ACC_000328,2592.6,NEFT,2025-02-22T12:55:00,2025-02-22T14:47:00
HOP_CMP_202600069_2,CMP_202600069,2,ACC_000328,ACC_000266,1378.31,IMPS,2025-02-22T13:02:00,2025-02-22T14:45:00
HOP_CMP_202600069_3,CMP_202600069,3,ACC_000266,ACC_000267,1378.31,IMPS,2025-02-22T13:12:00,2025-02-22T13:27:00
HOP_CMP_202600070_1,CMP_202600070,1,ACC_003110,ACC_002223,14043.81,UPI,2025-01-22T13:51:00,2025-01-22T14:25:00
HOP_CMP_202600070_2,CMP_202600070,2,ACC_002223,ACC_002287,8188.87,NEFT,2025-01-22T13:53:00,2025-01-22T15:52:00
HOP_CMP_202600070_3,CMP_202600070,3,ACC_002287,ACC_002223,8188.87,NEFT,2025-01-22T13:55:00,2025-01-22T15:21:00
HOP_CMP_202600071_1,CMP_202600071,1,ACC_003111,ACC_000801,68827.06,UPI,2025-06-02T11:38:00,2025-06-02T12:50:00
HOP_CMP_202600072_1,CMP_202600072,1,ACC_003112,ACC_000783,14597.01,IMPS,2025-01-06T14:13:00,2025-01-06T16:06:00
