cashout_id,complaint_id,final_account,zone_id,location_id,amount_cashed_out,status,event_timestamp
CSH_CMP_202600024,CMP_202600024,ACC_002223,Z017,ATM_Z017_028,14519.13,COMPLETED,2025-02-09T15:52:00
CSH_CMP_202600025,CMP_202600025,ACC_001229,Z003,ATM_Z003_027,16834.86,COMPLETED,2025-05-11T15:00:00
CSH_CMP_202600026,CMP_202600026,ACC_002441,Z010,ATM_Z010_002,10015.28,COMPLETED,2025-05-26T14:33:00
CSH_CMP_202600027,CMP_202600027,ACC_000791,Z003,ATM_Z003_028,13523.6,COMPLETED,2025-03-20T16:32:00
CSH_CMP_202600028,CMP_202600028,ACC_002777,Z008,ATM_Z008_006,23711.55,COMPLETED,2025-03-04T16:11:00
CSH_CMP_202600029,CMP_202600029,ACC_000060,Z015,ATM_Z015_001,12840.89,COMPLETED,2025-01-03T11:13:00
CSH_CMP_202600030,CMP_202600030,ACC_001233,Z075,ATM_Z075_003,7509.45,COMPLETED,2025-02-04T13:35:00
CSH_CMP_202600031,CMP_202600031,ACC_000328,Z006,ATM_Z006_019,11273.52,COMPLETED,2025-01-26T13:51:00
CSH_CMP_202600032,CMP_202600032,ACC_001913,Z002,ATM_Z002_023,29642.13,COMPLETED,2025-06-06T13:22:00
CSH_CMP_202600033,CMP_202600033,ACC_001542,Z002,ATM_Z002_043,24622.9,COMPLETED,2025-06-17T16:04:00
CSH_CMP_202600034,CMP_202600034,ACC_000782,Z051,ATM_Z051_042,17087.73,COMPLETED,2025-04-29T11:15:00
CSH_CMP_202600035,CMP_202600035,ACC_002242,Z050,ATM_Z050_009,8064.91,COMPLETED,2025-05-31T19:23:00
CSH_CMP_202600036,CMP_202600036,ACC_002786,Z008,ATM_Z008_018,55710.47,COMPLETED,2025-06-18T19:06:00
CSH_CMP_202600037,CMP_202600037,ACC_002983,Z017,ATM_Z017_014,8526.05,COMPLETED,2025-04-17T18:36:00
CSH_CMP_202600038,CMP_202600038,ACC_000328,Z026,ATM_Z026_028,9692.73,COMPLETED,2025-03-12T10:57:00
CSH_CMP_202600039,CMP_202600039,ACC_002775,Z011,ATM_Z011_031,867017.89,COMPLETED,2025-06-01T08:52:00
CSH_CMP_202600040,CMP_202600040,ACC_002777,Z009,ATM_Z009_017,293957.38,COMPLETED,2025-06-05T19:06:00
CSH_CMP_202600041,CMP_202600041,ACC_001023,Z006,ATM_Z006_050,77254.07,COMPLETED,2025-05-16T18:48:00
CSH_CMP_202600042,CMP_202600042,ACC_001912,Z002,ATM_Z002_002,20935.75,COMPLETED,2025-05-08T16:24:00
CSH_CMP_202600043,CMP_202600043,ACC_000060,Z027,ATM_Z027_047,11836.8,COMPLETED,2025-02-13T14:49:00
CSH_CMP_202600044,CMP_202600044,ACC_000268,Z052,ATM_Z052_008,92830.18,COMPLETED,2025-03-15T16:26:00
CSH_CMP_202600045,CMP_202600045,ACC_002903,Z068,ATM_Z068_006,16135.1,COMPLETED,2025-01-17T15:57:00
CSH_CMP_202600046,CMP_202600046,ACC_001021,Z026,ATM_Z026_031,205188.55,COMPLETED,2025-02-15T18:50:00
CSH_CMP_202600047,CMP_202600047,ACC_002983,Z045,ATM_Z045_013,0.0,FROZEN,2025-03-29T14:02:00
CSH_CMP_202600048,CMP_202600048,ACC_000007,Z016,ATM_Z016_039,54643.7,COMPLETED,2025-01-05T15:32:00
CSH_CMP_202600049,CMP_202600049,ACC_001537,Z002,ATM_Z002_003,4294.42,COMPLETED,2025-06-01T11:46:00
CSH_CMP_202600050,CMP_202600050,ACC_002779,Z036,ATM_Z036_022,14032.08,COMPLETED,2025-03-18T12:01:00
CSH_CMP_202600051,CMP_202600051,ACC_002781,Z042,ATM_Z042_019,235116.08,COMPLETED,2025-05-16T14:50:00
CSH_CMP_202600052,CMP_202600052,ACC_000782,Z038,ATM_Z038_036,85617.64,COMPLETED,2025-02-05T16:14:00
CSH_CMP_202600053,CMP_202600053,ACC_001480,Z017,ATM_Z017_036,3520.16,COMPLETED,2025-04-14T13:17:00
CSH_CMP_202600054,CMP_202600054,ACC_002984,Z017,ATM_Z017_011,27442.56,COMPLETED,2025-03-27T14:23:00
CSH_CMP_202600055,CMP_202600055,ACC_002289,Z015,ATM_Z015_032,51019.42,COMPLETED,2025-03-03T17:00:00
CSH_CMP_202600056,CMP_202600056,ACC_001534,Z007,ATM_Z007_026,2351318.07,COMPLETED,2025-04-21T17:35:00
CSH_CMP_202600057,CMP_202600057,ACC_001913,Z001,ATM_Z001_016,0.0,FROZEN,2025-03-15T17:47:00
CSH_CMP_202600058,CMP_202600058,ACC_000439,Z015,ATM_Z015_047,5442.54,COMPLETED,2025-06-25T11:05:00
CSH_CMP_202600059,CMP_202600059,ACC_002223,Z050,ATM_Z050_001,33019.45,COMPLETED,2025-03-26T00:22:00
CSH_CMP_202600060,CMP_202600060,ACC_001023,Z006,ATM_Z006_025,7134.15,COMPLETED,2025-01-16T20:19:00
CSH_CMP_202600061,CMP_202600061,ACC_000961,Z004,ATM_Z004_033,29133.7,COMPLETED,2025-02-26T19:44:00
CSH_CMP_202600062,CMP_202600062,ACC_002223,Z017,ATM_Z017_037,180545.23,COMPLETED,2025-03-10T20:08:00
CSH_CMP_202600063,CMP_202600063,ACC_002984,Z026,ATM_Z026_045,3081.49,COMPLETED,2025-03-14T18:24:00
CSH_CMP_202600064,CMP_202600064,ACC_002445,Z011,ATM_Z011_025,11435.84,COMPLETED,2025-06-10T15:40:00
CSH_CMP_202600065,CMP_202600065,ACC_001280,Z075,ATM_Z075_007,2174.08,COMPLETED,2025-03-04T16:43:00
CSH_CMP_202600066,CMP_202600066,ACC_002234,Z009,ATM_Z009_049,1666.22,COMPLETED,2025-02-04T17:08:00
CSH_CMP_202600067,CMP_202600067,ACC_000330,Z010,ATM_Z010_002,15809.05,COMPLETED,2025-06-26T17:57:00
CSH_CMP_202600068,CMP_202600068,ACC_002290,Z015,ATM_Z015_040,44936.01,COMPLETED,2025-01-06T16:57:00
CSH_CMP_202600069,CMP_202600069,ACC_000267,Z006,ATM_Z006_012,1378.31,COMPLETED,2025-02-22T13:35:00
CSH_CMP_202600070,CMP_202600070,ACC_002223,Z009,ATM_Z009_038,8188.87,COMPLETED,2025-01-22T14:54:00
CSH_CMP_202600071,CMP_202600071,ACC_000801,Z003,ATM_Z003_018,68827.06,COMPLETED,2025-06-02T11:57:00
CSH_CMP_202600072,CMP_202600072,ACC_000811,Z051,ATM_Z051_036,13112.51,COMPLETED,2025-01-06T14:24:00
CSH_CMP_202600073,CMP_202600073,ACC_001230,Z003,ATM_Z003_034,59196.06,COMPLETED,2025-02-04T07:22:00
CSH_CMP_202600074,CMP_202600074,ACC_001910,Z007,ATM_Z007_009,645686.6,COMPLETED,2025-03-08T15:49:00
CSH_CMP_202600075,CMP_202600075,ACC_002444,Z011,ATM_Z011_048,421316.74,COMPLETED,2025-05-13T14:42:00
CSH_CMP_202600076,CMP_202600076,ACC_002444,Z011,ATM_Z011_045,1654.22,COMPLETED,2025-02-12T12:13:00
CSH_CMP_202600077,CMP_202600077,ACC_000331,Z032,ATM_Z032_021,124107.02,COMPLETED,2025-04-23T12:39:00
CSH_CMP_202600078,CMP_202600078,ACC_001023,Z046,ATM_Z046_039,6300.02,COMPLETED,2025-05-10T14:46:00
CSH_CMP_202600079,CMP_202600079,ACC_002232,Z050,ATM_Z050_002,1837.41,COMPLETED,2025-05-03T19:43:00
CSH_CMP_202600080,CMP_202600080,ACC_000004,Z016,ATM_Z016_024,39675.02,COMPLETED,2025-01-01T12:05:00
CSH_CMP_202600081,CMP_202600081,ACC_002302,Z015,ATM_Z015_037,9668.92,COMPLETED,2025-05-16T11:00:00
CSH_CMP_202600082,CMP_202600082,ACC_001063,Z046,ATM_Z046_009,4222.52,COMPLETED,2025-05-22T16:11:00
CSH_CMP_202600083,CMP_202600083,ACC_000062,Z009,ATM_Z009_042,7601.19,COMPLETED,2025-01-13T20:45:00
CSH_CMP_202600084,CMP_202600084,ACC_000266,Z052,ATM_Z052_026,32063.74,COMPLETED,2025-03-05T14:30:00
CSH_CMP_202600085,CMP_202600085,ACC_000473,Z046,ATM_Z046_020,22771.13,COMPLETED,2025-06-22T09:42:00
CSH_CMP_202600086,CMP_202600086,ACC_002443,Z002,ATM_Z002_049,22652.85,COMPLETED,2025-04-29T12:04:00
CSH_CMP_202600087,CMP_202600087,ACC_000798,Z038,ATM_Z038_016,3699.7,COMPLETED,2025-02-17T15:50:00
CSH_CMP_202600088,CMP_202600088,ACC_001536,Z060,ATM_Z060_040,12144.67,COMPLETED,2025-05-13T05:18:00
CSH_CMP_202600089,CMP_202600089,ACC_002934,Z042,ATM_Z042_026,109614.99,COMPLETED,2025-06-22T07:42:00
CSH_CMP_202600090,CMP_202600090,ACC_002289,Z015,ATM_Z015_016,30967.37,COMPLETED,2025-01-27T16:03:00
CSH_CMP_202600091,CMP_202600091,ACC_001916,Z001,ATM_Z001_049,549439.93,COMPLETED,2025-05-07T11:31:00
CSH_CMP_202600092,CMP_202600092,ACC_002221,Z032,ATM_Z032_045,9520.82,COMPLETED,2025-03-25T13:00:00
CSH_CMP_202600093,CMP_202600093,ACC_001028,Z006,ATM_Z006_007,14115.45,COMPLETED,2025-06-13T20:10:00
CSH_CMP_202600094,CMP_202600094,ACC_001534,Z002,ATM_Z002_013,153211.48,COMPLETED,2025-03-01T06:34:00
CSH_CMP_202600095,CMP_202600095,ACC_000267,Z006,ATM_Z006_027,18519.6,COMPLETED,2025-06-05T14:41:00
CSH_CMP_202600096,CMP_202600096,ACC_002290,Z015,ATM_Z015_003,20565.24,COMPLETED,2025-06-11T19:19:00
CSH_CMP_202600097,CMP_202600097,ACC_000331,Z002,ATM_Z002_033,7806.67,COMPLETED,2025-02-22T18:22:00
CSH_CMP_202600098,CMP_202600098,ACC_001534,Z001,ATM_Z001_017,861966.81,COMPLETED,2025-05-27T04:57:00
CSH_CMP_202600099,CMP_202600099,ACC_000472,Z068,ATM_Z068_009,24301.88,COMPLETED,2025-03-03T12:00:00
CSH_CMP_202600100,CMP_202600100,ACC_001034,Z075,ATM_Z075_046,3019.98,COMPLETED,2025-03-01T18:04:00
CSH_CMP_202600101,CMP_202600101,ACC_000264,Z009,ATM_Z009_043,11542.92,COMPLETED,2025-05-27T19:17:00
CSH_CMP_202600102,CMP_202600102,ACC_000474,Z004,ATM_Z004_016,4266.47,COMPLETED,2025-05-14T10:25:00
CSH_CMP_202600103,CMP_202600103,ACC_000266,Z052,ATM_Z052_012,12218.82,COMPLETED,2025-01-27T11:40:00
CSH_CMP_202600104,CMP_202600104,ACC_002984,Z017,ATM_Z017_034,5116.85,COMPLETED,2025-02-17T23:20:00
CSH_CMP_202600105,CMP_202600105,ACC_001919,Z009,ATM_Z009_043,280804.99,COMPLETED,2025-06-21T08:08:00
CSH_CMP_202600106,CMP_202600106,ACC_002985,Z045,ATM_Z045_036,21144.31,COMPLETED,2025-01-01T16:11:00
CSH_CMP_202600107,CMP_202600107,ACC_001024,Z006,ATM_Z006_007,4260.09,COMPLETED,2025-03-30T09:53:00
CSH_CMP_202600108,CMP_202600108,ACC_002223,Z017,ATM_Z017_011,7246.06,COMPLETED,2025-02-18T18:24:00
CSH_CMP_202600109,CMP_202600109,ACC_001229,Z003,ATM_Z003_002,2059.6,COMPLETED,2025-01-02T13:53:00
CSH_CMP_202600110,CMP_202600110,ACC_000003,Z016,ATM_Z016_048,10143.96,COMPLETED,2025-05-16T19:02:00
CSH_CMP_202600111,CMP_202600111,ACC_000919,Z038,ATM_Z038_002,93005.73,COMPLETED,2025-04-15T18:33:00
CSH_CMP_202600112,CMP_202600112,ACC_002984,Z045,ATM_Z045_048,47891.96,COMPLETED,2025-04-24T07:06:00
CSH_CMP_202600113,CMP_202600113,ACC_002781,Z009,ATM_Z009_050,154751.17,COMPLETED,2025-04-09T17:39:00
CSH_CMP_202600114,CMP_202600114,ACC_002443,Z011,ATM_Z011_021,8647.26,COMPLETED,2025-04-12T15:35:00
CSH_CMP_202600115,CMP_202600115,ACC_000782,Z026,ATM_Z026_011,12664.58,COMPLETED,2025-02-21T10:37:00
CSH_CMP_202600116,CMP_202600116,ACC_002229,Z017,ATM_Z017_026,22643.76,COMPLETED,2025-06-04T11:54:00
CSH_CMP_202600117,CMP_202600117,ACC_000474,Z002,ATM_Z002_043,89061.51,COMPLETED,2025-04-21T14:45:00
CSH_CMP_202600118,CMP_202600118,ACC_001537,Z002,ATM_Z002_015,82446.3,COMPLETED,2025-01-20T12:33:00
CSH_CMP_202600119,CMP_202600119,ACC_002443,Z002,ATM_Z002_027,7429.36,COMPLETED,2025-05-19T15:45:00
CSH_CMP_202600120,CMP_202600120,ACC_000002,Z016,ATM_Z016_026,7743.66,COMPLETED,2025-05-27T20:41:00
CSH_CMP_202600121,CMP_202600121,ACC_002777,Z056,ATM_Z056_012,78904.36,COMPLETED,2025-04-14T19:57:00
CSH_CMP_202600122,CMP_202600122,ACC_000330,Z075,ATM_Z075_034,72927.35,COMPLETED,2025-06-22T12:00:00
CSH_CMP_202600123,CMP_202600123,ACC_002231,Z017,ATM_Z017_022,16962.19,COMPLETED,2025-05-27T14:28:00
CSH_CMP_202600124,CMP_202600124,ACC_002443,Z002,ATM_Z002_033,158022.1,COMPLETED,2025-06-19T16:53:00
CSH_CMP_202600125,CMP_202600125,ACC_000481,Z004,ATM_Z004_033,46218.91,COMPLETED,2025-06-05T23:04:00
CSH_CMP_202600126,CMP_202600126,ACC_001240,Z004,ATM_Z004_025,2649.29,COMPLETED,2025-01-24T15:38:00
CSH_CMP_202600127,CMP_202600127,ACC_001534,Z001,ATM_Z001_013,188911.89,COMPLETED,2025-04-22T20:54:00
CSH_CMP_202600128,CMP_202600128,ACC_001230,Z003,ATM_Z003_049,12836.29,COMPLETED,2025-06-14T10:29:00
CSH_CMP_202600129,CMP_202600129,ACC_001051,Z046,ATM_Z046_009,17640.93,COMPLETED,2025-06-25T16:58:00
CSH_CMP_202600130,CMP_202600130,ACC_002227,Z009,ATM_Z009_031,2033.68,COMPLETED,2025-03-10T13:48:00
CSH_CMP_202600131,CMP_202600131,ACC_000266,Z052,ATM_Z052_022,56937.61,COMPLETED,2025-02-12T12:52:00
CSH_CMP_202600132,CMP_202600132,ACC_001536,Z063,ATM_Z063_034,14454.21,COMPLETED,2025-01-27T16:46:00
CSH_CMP_202600133,CMP_202600133,ACC_000474,Z002,ATM_Z002_015,45570.92,COMPLETED,2025-03-25T16:41:00
CSH_CMP_202600134,CMP_202600134,ACC_000021,Z016,ATM_Z016_004,23650.68,COMPLETED,2025-06-10T17:47:00
CSH_CMP_202600135,CMP_202600135,ACC_000337,Z009,ATM_Z009_014,54271.57,COMPLETED,2025-03-02T16:37:00
CSH_CMP_202600136,CMP_202600136,ACC_002981,Z068,ATM_Z068_012,341564.53,COMPLETED,2025-05-15T10:07:00
CSH_CMP_202600137,CMP_202600137,ACC_001229,Z035,ATM_Z035_022,120004.17,COMPLETED,2025-02-01T17:13:00
CSH_CMP_202600138,CMP_202600138,ACC_001543,Z001,ATM_Z001_043,40199.71,COMPLETED,2025-01-15T15:08:00
CSH_CMP_202600139,CMP_202600139,ACC_000780,Z016,ATM_Z016_006,15383.43,COMPLETED,2025-04-04T14:41:00
CSH_CMP_202600140,CMP_202600140,ACC_002454,Z011,ATM_Z011_021,7683.02,COMPLETED,2025-01-07T09:44:00
CSH_CMP_202600141,CMP_202600141,ACC_002777,Z042,ATM_Z042_019,162674.71,COMPLETED,2025-02-23T08:22:00
CSH_CMP_202600142,CMP_202600142,ACC_000474,Z046,ATM_Z046_009,16471.0,COMPLETED,2025-05-15T20:10:00
CSH_CMP_202600143,CMP_202600143,ACC_000785,Z026,ATM_Z026_005,5540.43,COMPLETED,2025-04-05T13:38:00
CSH_CMP_202600144,CMP_202600144,ACC_000369,Z036,ATM_Z036_011,10734.06,COMPLETED,2025-06-15T10:50:00
CSH_CMP_202600145,CMP_202600145,ACC_000470,Z010,ATM_Z010_037,26966.92,COMPLETED,2025-01-07T16:19:00
CSH_CMP_202600146,CMP_202600146,ACC_000004,Z009,ATM_Z009_004,6005.57,COMPLETED,2025-06-08T10:19:00
CSH_CMP_202600147,CMP_202600147,ACC_001534,Z001,ATM_Z001_042,3241873.43,COMPLETED,2025-01-31T17:04:00
CSH_CMP_202600148,CMP_202600148,ACC_001912,Z009,ATM_Z009_037,296406.9,COMPLETED,2025-03-25T10:16:00
CSH_CMP_202600149,CMP_202600149,ACC_002777,Z008,ATM_Z008_040,124563.62,COMPLETED,2025-03-23T12:57:00
CSH_CMP_202600150,CMP_202600150,ACC_002289,Z010,ATM_Z010_014,2463.88,COMPLETED,2025-02-16T15:06:00
CSH_CMP_202600151,CMP_202600151,ACC_001265,Z035,ATM_Z035_045,4446.9,COMPLETED,2025-02-05T09:40:00
CSH_CMP_202600152,CMP_202600152,ACC_002441,Z015,ATM_Z015_023,22327.06,COMPLETED,2025-06-20T19:10:00
CSH_CMP_202600153,CMP_202600153,ACC_002803,Z042,ATM_Z042_006,27555.08,COMPLETED,2025-05-27T22:02:00
CSH_CMP_202600154,CMP_202600154,ACC_000475,Z011,ATM_Z011_014,9803.79,COMPLETED,2025-03-12T15:02:00
CSH_CMP_202600155,CMP_202600155,ACC_002224,Z009,ATM_Z009_009,4544.4,COMPLETED,2025-01-24T17:37:00
CSH_CMP_202600156,CMP_202600156,ACC_000003,Z057,ATM_Z057_013,13119.63,COMPLETED,2025-01-30T12:28:00
CSH_CMP_202600157,CMP_202600157,ACC_002987,Z026,ATM_Z026_002,25860.63,COMPLETED,2025-03-17T17:20:00
CSH_CMP_202600158,CMP_202600158,ACC_002726,Z002,ATM_Z002_023,1868.98,COMPLETED,2025-02-05T16:27:00
CSH_CMP_202600159,CMP_202600159,ACC_002306,Z010,ATM_Z010_008,1541.96,COMPLETED,2025-06-17T11:18:00
CSH_CMP_202600160,CMP_202600160,ACC_000266,Z052,ATM_Z052_014,16060.47,COMPLETED,2025-04-20T00:38:00
CSH_CMP_202600161,CMP_202600161,ACC_002777,Z042,ATM_Z042_011,4739.94,COMPLETED,2025-01-20T17:20:00
CSH_CMP_202600162,CMP_202600162,ACC_001913,Z001,ATM_Z001_040,3973.36,COMPLETED,2025-04-24T19:42:00
CSH_CMP_202600163,CMP_202600163,ACC_000782,Z051,ATM_Z051_009,9005.62,COMPLETED,2025-05-25T13:50:00
CSH_CMP_202600164,CMP_202600164,ACC_002777,Z008,ATM_Z008_036,56669.39,COMPLETED,2025-04-22T16:10:00
CSH_CMP_202600165,CMP_202600165,ACC_000331,Z075,ATM_Z075_035,23323.17,COMPLETED,2025-04-13T00:24:00
CSH_CMP_202600166,CMP_202600166,ACC_000002,Z009,ATM_Z009_006,35188.66,COMPLETED,2025-06-21T09:53:00
CSH_CMP_202600167,CMP_202600167,ACC_000002,Z016,ATM_Z016_002,4905.62,COMPLETED,2025-05-16T08:20:00
CSH_CMP_202600168,CMP_202600168,ACC_000014,Z016,ATM_Z016_039,358234.05,COMPLETED,2025-02-16T07:57:00
CSH_CMP_202600169,CMP_202600169,ACC_001030,Z046,ATM_Z046_045,6587.84,COMPLETED,2025-03-07T05:05:00
CSH_CMP_202600170,CMP_202600170,ACC_002778,Z068,ATM_Z068_038,49690.92,COMPLETED,2025-01-09T17:21:00
CSH_CMP_202600171,CMP_202600171,ACC_000334,Z051,ATM_Z051_039,2595.62,COMPLETED,2025-06-29T12:56:00
CSH_CMP_202600172,CMP_202600172,ACC_001535,Z002,ATM_Z002_025,10393.69,COMPLETED,2025-06-15T09:29:00
CSH_CMP_202600173,CMP_202600173,ACC_000060,Z015,ATM_Z015_049,11023.41,COMPLETED,2025-05-05T06:52:00
CSH_CMP_202600174,CMP_202600174,ACC_000814,Z051,ATM_Z051_005,14662.74,COMPLETED,2025-02-23T11:03:00
CSH_CMP_202600175,CMP_202600175,ACC_002289,Z015,ATM_Z015_041,5493.24,COMPLETED,2025-04-21T08:39:00
CSH_CMP_202600176,CMP_202600176,ACC_002443,Z009,ATM_Z009_033,9912.97,COMPLETED,2025-05-20T15:17:00
CSH_CMP_202600177,CMP_202600177,ACC_001925,Z049,ATM_Z049_034,34453.73,COMPLETED,2025-04-25T11:44:00
CSH_CMP_202600178,CMP_202600178,ACC_001536,Z007,ATM_Z007_017,11434.57,COMPLETED,2025-05-27T19:00:00
CSH_CMP_202600179,CMP_202600179,ACC_001534,Z007,ATM_Z007_020,547788.52,COMPLETED,2025-05-02T14:26:00
CSH_CMP_202600180,CMP_202600180,ACC_001914,Z002,ATM_Z002_036,63241.33,COMPLETED,2025-06-15T18:32:00
CSH_CMP_202600181,CMP_202600181,ACC_002984,Z004,ATM_Z004_008,110309.41,COMPLETED,2025-04-11T05:50:00
CSH_CMP_202600182,CMP_202600182,ACC_000783,Z026,ATM_Z026_022,17071.48,COMPLETED,2025-05-07T15:19:00
CSH_CMP_202600183,CMP_202600183,ACC_002294,Z010,ATM_Z010_045,5013.75,COMPLETED,2025-01-28T15:54:00
CSH_CMP_202600184,CMP_202600184,ACC_002223,Z029,ATM_Z029_018,1874.22,COMPLETED,2025-04-09T12:23:00
CSH_CMP_202600185,CMP_202600185,ACC_001535,Z007,ATM_Z007_008,6920.61,COMPLETED,2025-06-28T11:19:00
CSH_CMP_202600186,CMP_202600186,ACC_001043,Z002,ATM_Z002_045,22437.1,COMPLETED,2025-04-02T13:10:00
CSH_CMP_202600187,CMP_202600187,ACC_000009,Z009,ATM_Z009_018,14526.96,COMPLETED,2025-03-13T17:03:00
CSH_CMP_202600188,CMP_202600188,ACC_000004,Z016,ATM_Z016_026,45269.09,COMPLETED,2025-04-13T12:53:00
CSH_CMP_202600189,CMP_202600189,ACC_001246,Z004,ATM_Z004_041,20377.56,COMPLETED,2025-01-25T16:37:00
CSH_CMP_202600190,CMP_202600190,ACC_001077,Z006,ATM_Z006_045,21410.07,COMPLETED,2025-04-19T11:52:00
CSH_CMP_202600191,CMP_202600191,ACC_001916,Z009,ATM_Z009_047,17349.92,COMPLETED,2025-03-21T23:21:00
CSH_CMP_202600192,CMP_202600192,ACC_002114,Z002,ATM_Z002_014,1390.42,COMPLETED,2025-01-15T19:31:00
CSH_CMP_202600193,CMP_202600193,ACC_001023,Z006,ATM_Z006_039,69473.01,COMPLETED,2025-04-16T19:00:00
CSH_CMP_202600194,CMP_202600194,ACC_000009,Z009,ATM_Z009_048,2244.02,COMPLETED,2025-01-02T07:05:00
CSH_CMP_202600195,CMP_202600195,ACC_002777,Z042,ATM_Z042_037,208525.15,COMPLETED,2025-04-21T11:20:00
CSH_CMP_202600196,CMP_202600196,ACC_001296,Z004,ATM_Z004_025,22332.99,COMPLETED,2025-02-26T12:36:00
CSH_CMP_202600197,CMP_202600197,ACC_002775,Z002,ATM_Z002_045,39612.71,COMPLETED,2025-04-18T10:14:00
CSH_CMP_202600198,CMP_202600198,ACC_002983,Z004,ATM_Z004_004,9977.52,COMPLETED,2025-02-17T16:04:00
CSH_CMP_202600199,CMP_202600199,ACC_000005,Z016,ATM_Z016_041,26990.87,COMPLETED,2025-01-28T17:01:00
CSH_CMP_202600200,CMP_202600200,ACC_002443,Z002,ATM_Z002_023,5003.29,COMPLETED,2025-02-07T08:41:00
CSH_CMP_202600201,CMP_202600201,ACC_002291,Z010,ATM_Z010_033,8264.06,COMPLETED,2025-05-17T13:38:00
CSH_CMP_202600202,CMP_202600202,ACC_002769,Z036,ATM_Z036_019,73260.01,COMPLETED,2025-02-01T12:22:00
CSH_CMP_202600203,CMP_202600203,ACC_002223,Z009,ATM_Z009_040,18892.7,COMPLETED,2025-02-07T13:03:00
CSH_CMP_202600204,CMP_202600204,ACC_002444,Z009,ATM_Z009_042,12473.18,COMPLETED,2025-04-26T15:58:00
CSH_CMP_202600205,CMP_202600205,ACC_002223,Z017,ATM_Z017_039,4417.19,COMPLETED,2025-05-06T15:36:00
CSH_CMP_202600206,CMP_202600206,ACC_002443,Z009,ATM_Z009_010,2618.99,COMPLETED,2025-01-11T13:34:00
CSH_CMP_202600207,CMP_202600207,ACC_000472,Z004,ATM_Z004_019,28170.66,COMPLETED,2025-02-28T12:34:00
CSH_CMP_202600208,CMP_202600208,ACC_001852,Z001,ATM_Z001_040,157391.51,COMPLETED,2025-03-30T16:23:00
CSH_CMP_202600209,CMP_202600209,ACC_000332,Z010,ATM_Z010_042,32689.58,COMPLETED,2025-01-28T03:38:00
CSH_CMP_202600210,CMP_202600210,ACC_001912,Z002,ATM_Z002_044,103576.13,COMPLETED,2025-05-18T17:10:00
