cashout_id,complaint_id,final_account,zone_id,location_id,amount_cashed_out,status,event_timestamp
CSH_CMP_202600147,CMP_202600147,ACC_003318,Z013,ATM_Z013_030,7034.43,COMPLETED,2025-03-18T17:24:00
CSH_CMP_202600148,CMP_202600148,ACC_015554,Z053,ATM_Z053_007,115387.87,COMPLETED,2025-06-17T13:36:00
CSH_CMP_202600149,CMP_202600149,ACC_011657,Z004,ATM_Z004_025,307841.49,COMPLETED,2025-04-07T14:19:00
CSH_CMP_202600150,CMP_202600150,ACC_016458,Z013,ATM_Z013_004,13642.81,COMPLETED,2025-03-06T13:11:00
CSH_CMP_202600151,CMP_202600151,ACC_002444,Z009,ATM_Z009_008,5189.54,COMPLETED,2025-06-27T16:48:00
CSH_CMP_202600152,CMP_202600152,ACC_015026,Z001,ATM_Z001_038,7077.43,COMPLETED,2025-06-03T19:54:00
CSH_CMP_202600153,CMP_202600153,ACC_010240,Z019,ATM_Z019_009,39940.95,COMPLETED,2025-05-23T15:08:00
CSH_CMP_202600154,CMP_202600154,ACC_000013,Z016,ATM_Z016_027,9654.72,COMPLETED,2025-03-31T18:54:00
CSH_CMP_202600155,CMP_202600155,ACC_019024,Z069,ATM_Z069_017,182201.3,COMPLETED,2025-05-16T13:15:00
CSH_CMP_202600156,CMP_202600156,ACC_004143,Z012,ATM_Z012_007,7860.45,COMPLETED,2025-01-07T13:15:00
CSH_CMP_202600157,CMP_202600157,ACC_021239,Z044,ATM_Z044_002,4114.69,COMPLETED,2025-05-02T14:41:00
CSH_CMP_202600158,CMP_202600158,ACC_006796,Z009,ATM_Z009_029,237882.65,COMPLETED,2025-05-31T17:31:00
CSH_CMP_202600159,CMP_202600159,ACC_023858,Z074,ATM_Z074_033,5215.1,COMPLETED,2025-06-22T12:39:00
CSH_CMP_202600160,CMP_202600160,ACC_020224,Z010,ATM_Z010_041,26764.54,COMPLETED,2025-01-01T22:18:00
CSH_CMP_202600161,CMP_202600161,ACC_006628,Z058,ATM_Z058_046,217471.15,COMPLETED,2025-06-15T12:00:00
CSH_CMP_202600162,CMP_202600162,ACC_004340,Z027,ATM_Z027_023,12095.73,COMPLETED,2025-01-27T20:14:00
CSH_CMP_202600163,CMP_202600163,ACC_000337,Z075,ATM_Z075_010,12126.92,COMPLETED,2025-06-24T12:02:00
CSH_CMP_202600164,CMP_202600164,ACC_017561,Z015,ATM_Z015_041,8066.35,COMPLETED,2025-06-28T12:20:00
CSH_CMP_202600165,CMP_202600165,ACC_020306,Z003,ATM_Z003_038,4696.17,COMPLETED,2025-04-02T17:54:00
CSH_CMP_202600166,CMP_202600166,ACC_023589,Z002,ATM_Z002_049,4876.97,COMPLETED,2025-02-11T19:53:00
CSH_CMP_202600167,CMP_202600167,ACC_001023,Z046,ATM_Z046_009,3900.5,COMPLETED,2025-06-08T17:32:00
CSH_CMP_202600168,CMP_202600168,ACC_007932,Z042,ATM_Z042_008,40344.39,COMPLETED,2025-05-14T17:36:00
CSH_CMP_202600169,CMP_202600169,ACC_009692,Z013,ATM_Z013_033,12518.19,COMPLETED,2025-05-03T15:51:00
CSH_CMP_202600170,CMP_202600170,ACC_022360,Z007,ATM_Z007_034,12528.07,COMPLETED,2025-05-03T21:41:00
CSH_CMP_202600171,CMP_202600171,ACC_002443,Z002,ATM_Z002_044,99221.11,COMPLETED,2025-06-07T10:59:00
CSH_CMP_202600172,CMP_202600172,ACC_021257,Z074,ATM_Z074_039,4577.42,COMPLETED,2025-06-19T19:42:00
CSH_CMP_202600173,CMP_202600173,ACC_001023,Z046,ATM_Z046_025,43321.86,COMPLETED,2025-06-24T15:04:00
CSH_CMP_202600174,CMP_202600174,ACC_016390,Z033,ATM_Z033_026,1287.32,COMPLETED,2025-02-27T14:01:00
CSH_CMP_202600175,CMP_202600175,ACC_013198,Z003,ATM_Z003_042,484663.66,COMPLETED,2025-04-04T12:55:00
CSH_CMP_202600176,CMP_202600176,ACC_016938,Z073,ATM_Z073_045,21123.87,COMPLETED,2025-01-12T17:23:00
CSH_CMP_202600177,CMP_202600177,ACC_009190,Z004,ATM_Z004_007,15001.25,COMPLETED,2025-03-25T19:12:00
CSH_CMP_202600178,CMP_202600178,ACC_015863,Z008,ATM_Z008_031,14088.19,COMPLETED,2025-03-17T23:39:00
CSH_CMP_202600179,CMP_202600179,ACC_023856,Z005,ATM_Z005_047,86732.3,COMPLETED,2025-06-18T09:02:00
CSH_CMP_202600180,CMP_202600180,ACC_019070,Z069,ATM_Z069_041,11796.42,COMPLETED,2025-02-20T13:52:00
CSH_CMP_202600181,CMP_202600181,ACC_021911,Z030,ATM_Z030_042,28397.1,COMPLETED,2025-05-25T16:30:00
CSH_CMP_202600182,CMP_202600182,ACC_015177,Z016,ATM_Z016_021,28983.59,COMPLETED,2025-05-09T10:11:00
CSH_CMP_202600183,CMP_202600183,ACC_000002,Z016,ATM_Z016_004,7121.03,COMPLETED,2025-05-19T07:36:00
CSH_CMP_202600184,CMP_202600184,ACC_009230,Z034,ATM_Z034_005,11094.01,COMPLETED,2025-04-16T16:27:00
CSH_CMP_202600185,CMP_202600185,ACC_021337,Z009,ATM_Z009_027,28606.75,COMPLETED,2025-04-13T11:12:00
CSH_CMP_202600186,CMP_202600186,ACC_023994,Z041,ATM_Z041_008,810582.27,COMPLETED,2025-02-10T16:31:00
CSH_CMP_202600187,CMP_202600187,ACC_005957,Z069,ATM_Z069_016,9917.74,COMPLETED,2025-05-08T13:49:00
CSH_CMP_202600188,CMP_202600188,ACC_004547,Z009,ATM_Z009_027,9334.04,COMPLETED,2025-01-29T02:15:00
CSH_CMP_202600189,CMP_202600189,ACC_015709,Z007,ATM_Z007_035,946404.2,COMPLETED,2025-03-01T23:13:00
CSH_CMP_202600190,CMP_202600190,ACC_023497,Z002,ATM_Z002_011,11627.35,COMPLETED,2025-06-29T11:39:00
CSH_CMP_202600191,CMP_202600191,ACC_022892,Z006,ATM_Z006_045,22887.14,COMPLETED,2025-03-31T14:31:00
CSH_CMP_202600192,CMP_202600192,ACC_000267,Z052,ATM_Z052_004,1392.87,COMPLETED,2025-06-29T10:10:00
CSH_CMP_202600193,CMP_202600193,ACC_005203,Z063,ATM_Z063_024,22936.48,COMPLETED,2025-06-06T16:51:00
CSH_CMP_202600194,CMP_202600194,ACC_010353,Z005,ATM_Z005_004,255559.58,COMPLETED,2025-03-27T07:01:00
CSH_CMP_202600195,CMP_202600195,ACC_006750,Z005,ATM_Z005_035,23634.79,COMPLETED,2025-05-03T12:49:00
CSH_CMP_202600196,CMP_202600196,ACC_005047,Z016,ATM_Z016_005,17693.85,COMPLETED,2025-01-03T13:52:00
CSH_CMP_202600197,CMP_202600197,ACC_010423,Z002,ATM_Z002_029,64537.07,COMPLETED,2025-05-30T17:03:00
CSH_CMP_202600198,CMP_202600198,ACC_007933,Z001,ATM_Z001_027,6598.29,COMPLETED,2025-02-24T16:33:00
CSH_CMP_202600199,CMP_202600199,ACC_023858,Z058,ATM_Z058_043,225582.81,COMPLETED,2025-01-21T16:37:00
CSH_CMP_202600200,CMP_202600200,ACC_006761,Z009,ATM_Z009_016,12683.08,COMPLETED,2025-04-12T07:51:00
CSH_CMP_202600201,CMP_202600201,ACC_014511,Z058,ATM_Z058_046,93780.85,COMPLETED,2025-03-26T16:32:00
CSH_CMP_202600202,CMP_202600202,ACC_005495,Z009,ATM_Z009_033,189515.85,COMPLETED,2025-05-25T17:02:00
CSH_CMP_202600203,CMP_202600203,ACC_010326,Z005,ATM_Z005_039,1546059.86,COMPLETED,2025-05-06T08:48:00
CSH_CMP_202600204,CMP_202600204,ACC_009691,Z013,ATM_Z013_015,194661.27,COMPLETED,2025-06-13T18:33:00
CSH_CMP_202600205,CMP_202600205,ACC_004113,Z003,ATM_Z003_006,13303.34,COMPLETED,2025-04-26T07:51:00
CSH_CMP_202600206,CMP_202600206,ACC_019024,Z003,ATM_Z003_001,1826.07,COMPLETED,2025-04-09T18:46:00
CSH_CMP_202600207,CMP_202600207,ACC_005537,Z016,ATM_Z016_006,46994.47,COMPLETED,2025-04-20T12:59:00
CSH_CMP_202600208,CMP_202600208,ACC_016926,Z073,ATM_Z073_014,13181.74,COMPLETED,2025-02-10T13:58:00
CSH_CMP_202600209,CMP_202600209,ACC_006311,Z069,ATM_Z069_032,3053.11,COMPLETED,2025-04-23T15:41:00
CSH_CMP_202600210,CMP_202600210,ACC_023504,Z015,ATM_Z015_019,99305.98,COMPLETED,2025-06-15T05:19:00
