complaint_id,actual_zone_id,actual_time,atm_id,recovered
CYB-2026-10136,Z001,2026-09-08T03:09:00,ATM-Z001-05,True
CYB-2026-10137,Z006,2026-09-12T09:08:00,ATM-Z006-02,True
CYB-2026-10138,Z009,2026-09-15T03:57:00,ATM-Z009-06,True
CYB-2026-10139,Z009,2026-09-17T16:21:00,ATM-Z009-02,True
CYB-2026-10140,Z008,2026-09-27T06:38:00,ATM-Z008-05,True
CYB-2026-10141,Z007,2026-09-25T02:41:00,ATM-Z007-02,False
CYB-2026-10142,Z013,2026-09-22T01:21:00,ATM-Z013-03,False
CYB-2026-10143,Z001,2026-09-20T20:33:00,ATM-Z001-04,False
CYB-2026-10144,Z007,2026-09-22T04:36:00,ATM-Z007-04,True
CYB-2026-10145,Z000,2026-09-16T08:35:00,ATM-Z000-05,True
CYB-2026-10146,Z009,2026-09-09T10:36:00,ATM-Z009-02,True
CYB-2026-10147,Z010,2026-09-25T22:29:00,ATM-Z010-03,True
CYB-2026-10148,Z008,2026-09-23T15:26:00,ATM-Z008-03,True
CYB-2026-10149,Z000,2026-09-01T12:02:00,ATM-Z000-05,True
CYB-2026-10150,Z008,2026-09-18T20:21:00,ATM-Z008-04,True
CYB-2026-10151,Z003,2026-09-12T19:24:00,ATM-Z003-02,True
CYB-2026-10152,Z002,2026-09-14T14:07:00,ATM-Z002-04,True
CYB-2026-10153,Z005,2026-09-04T10:04:00,ATM-Z005-04,False
CYB-2026-10154,Z010,2026-09-23T02:54:00,ATM-Z010-06,True
CYB-2026-10155,Z012,2026-09-30T15:45:00,ATM-Z012-06,True
CYB-2026-10156,Z010,2026-09-08T03:49:00,ATM-Z010-03,True
CYB-2026-10157,Z008,2026-09-21T21:37:00,ATM-Z008-05,True
CYB-2026-10158,Z015,2026-09-11T19:56:00,ATM-Z015-06,False
CYB-2026-10159,Z008,2026-09-04T04:58:00,ATM-Z008-05,False
CYB-2026-10160,Z000,2026-09-14T19:24:00,ATM-Z000-04,False
CYB-2026-10161,Z001,2026-09-25T17:04:00,ATM-Z001-03,True
CYB-2026-10162,Z007,2026-09-07T12:05:00,ATM-Z007-04,True
CYB-2026-10163,Z007,2026-09-26T08:40:00,ATM-Z007-03,True
CYB-2026-10164,Z019,2026-09-21T06:02:00,ATM-Z019-05,False
CYB-2026-10165,Z006,2026-09-10T16:58:00,ATM-Z006-03,True
CYB-2026-10166,Z005,2026-09-07T08:22:00,ATM-Z005-06,False
CYB-2026-10167,Z003,2026-09-22T02:15:00,ATM-Z003-03,True
CYB-2026-10168,Z000,2026-09-03T08:49:00,ATM-Z000-06,True
CYB-2026-10169,Z005,2026-09-14T23:52:00,ATM-Z005-04,True
CYB-2026-10170,Z005,2026-09-11T22:14:00,ATM-Z005-01,False
CYB-2026-10171,Z002,2026-09-06T21:44:00,ATM-Z002-02,True
CYB-2026-10172,Z001,2026-09-10T23:12:00,ATM-Z001-02,False
CYB-2026-10173,Z005,2026-09-05T02:56:00,ATM-Z005-06,True
CYB-2026-10174,Z004,2026-09-03T18:23:00,ATM-Z004-05,True
CYB-2026-10175,Z010,2026-09-09T03:14:00,ATM-Z010-03,True
CYB-2026-10176,Z012,2026-09-20T04:18:00,ATM-Z012-02,True
CYB-2026-10177,Z004,2026-09-25T16:41:00,ATM-Z004-03,True
CYB-2026-10178,Z016,2026-09-09T06:12:00,ATM-Z016-02,True
CYB-2026-10179,Z005,2026-09-13T12:00:00,ATM-Z005-04,True
CYB-2026-10180,Z005,2026-09-18T00:15:00,ATM-Z005-04,True
CYB-2026-10181,Z004,2026-09-09T10:09:00,ATM-Z004-02,False
CYB-2026-10182,Z010,2026-09-03T09:26:00,ATM-Z010-03,True
CYB-2026-10183,Z004,2026-09-22T10:33:00,ATM-Z004-06,True
CYB-2026-10184,Z016,2026-09-01T09:20:00,ATM-Z016-04,True
CYB-2026-10185,Z000,2026-09-27T16:41:00,ATM-Z000-02,False
CYB-2026-10186,Z003,2026-09-19T05:14:00,ATM-Z003-04,False
CYB-2026-10187,Z001,2026-09-05T09:37:00,ATM-Z001-05,False
CYB-2026-10188,Z002,2026-09-13T05:49:00,ATM-Z002-03,True
CYB-2026-10189,Z003,2026-09-02T06:51:00,ATM-Z003-01,True
CYB-2026-10190,Z015,2026-09-09T05:38:00,ATM-Z015-04,False
CYB-2026-10191,Z009,2026-09-18T20:00:00,ATM-Z009-05,True
CYB-2026-10192,Z009,2026-09-09T12:37:00,ATM-Z009-02,False
CYB-2026-10193,Z006,2026-09-17T15:31:00,ATM-Z006-06,False
CYB-2026-10194,Z009,2026-09-04T01:21:00,ATM-Z009-02,True
CYB-2026-10195,Z018,2026-09-29T05:46:00,ATM-Z018-01,False
CYB-2026-10196,Z010,2026-09-29T02:05:00,ATM-Z010-03,False
CYB-2026-10197,Z001,2026-09-04T08:16:00,ATM-Z001-04,True
CYB-2026-10198,Z009,2026-09-26T04:29:00,ATM-Z009-01,True
CYB-2026-10199,Z001,2026-09-16T15:50:00,ATM-Z001-06,True
CYB-2026-10200,Z012,2026-09-13T08:15:00,ATM-Z012-01,False
CYB-2026-10201,Z015,2026-09-29T17:14:00,ATM-Z015-04,True
CYB-2026-10202,Z001,2026-09-13T08:16:00,ATM-Z001-03,True
CYB-2026-10203,Z005,2026-09-05T16:53:00,ATM-Z005-01,True
CYB-2026-10204,Z000,2026-09-02T20:25:00,ATM-Z000-02,False
CYB-2026-10205,Z016,2026-09-21T02:08:00,ATM-Z016-06,True
CYB-2026-10206,Z018,2026-09-20T09:01:00,ATM-Z018-03,True
CYB-2026-10207,Z000,2026-09-20T01:48:00,ATM-Z000-03,False
CYB-2026-10208,Z008,2026-09-05T18:03:00,ATM-Z008-05,True
CYB-2026-10209,Z001,2026-09-15T10:08:00,ATM-Z001-01,True
CYB-2026-10210,Z008,2026-09-10T08:47:00,ATM-Z008-03,False
CYB-2026-10211,Z000,2026-09-08T16:12:00,ATM-Z000-06,False
CYB-2026-10212,Z001,2026-09-11T11:17:00,ATM-Z001-06,True
CYB-2026-10213,Z012,2026-09-19T08:59:00,ATM-Z012-03,False
CYB-2026-10214,Z019,2026-09-30T22:02:00,ATM-Z019-03,True
CYB-2026-10215,Z005,2026-09-02T10:39:00,ATM-Z005-05,True
CYB-2026-10216,Z008,2026-09-17T15:44:00,ATM-Z008-03,True
CYB-2026-10217,Z018,2026-09-17T10:46:00,ATM-Z018-04,True
CYB-2026-10218,Z013,2026-09-06T17:34:00,ATM-Z013-03,True
CYB-2026-10219,Z005,2026-09-04T23:13:00,ATM-Z005-01,False
CYB-2026-10220,Z008,2026-09-30T03:01:00,ATM-Z008-06,False
CYB-2026-10221,Z001,2026-09-12T14:47:00,ATM-Z001-05,True
CYB-2026-10222,Z002,2026-09-21T01:43:00,ATM-Z002-05,True
CYB-2026-10223,Z013,2026-09-03T11:06:00,ATM-Z013-06,False
CYB-2026-10224,Z000,2026-09-29T23:18:00,ATM-Z000-03,False
CYB-2026-10225,Z003,2026-09-23T22:10:00,ATM-Z003-01,True
CYB-2026-10226,Z005,2026-09-23T04:55:00,ATM-Z005-01,True
CYB-2026-10227,Z011,2026-09-12T22:11:00,ATM-Z011-06,False
CYB-2026-10228,Z005,2026-09-01T17:01:00,ATM-Z005-04,True
CYB-2026-10229,Z003,2026-09-18T22:44:00,ATM-Z003-01,True
CYB-2026-10230,Z008,2026-09-03T10:18:00,ATM-Z008-05,True
CYB-2026-10231,Z010,2026-09-03T18:56:00,ATM-Z010-04,True
CYB-2026-10232,Z019,2026-09-04T21:22:00,ATM-Z019-05,True
CYB-2026-10233,Z005,2026-09-22T01:15:00,ATM-Z005-06,True
CYB-2026-10234,Z001,2026-09-21T20:49:00,ATM-Z001-01,True
CYB-2026-10235,Z007,2026-09-07T16:18:00,ATM-Z007-06,True
CYB-2026-10236,Z005,2026-09-06T21:15:00,ATM-Z005-06,True
CYB-2026-10237,Z014,2026-09-18T22:02:00,ATM-Z014-04,True
CYB-2026-10238,Z005,2026-09-24T14:26:00,ATM-Z005-05,True
CYB-2026-10239,Z013,2026-09-15T23:05:00,ATM-Z013-05,False
CYB-2026-10240,Z007,2026-09-07T21:56:00,ATM-Z007-05,False
CYB-2026-10241,Z001,2026-09-05T23:51:00,ATM-Z001-03,False
CYB-2026-10242,Z007,2026-09-11T14:04:00,ATM-Z007-03,False
CYB-2026-10243,Z016,2026-09-08T08:53:00,ATM-Z016-05,False
CYB-2026-10244,Z019,2026-09-25T17:20:00,ATM-Z019-05,True
CYB-2026-10245,Z000,2026-09-01T16:25:00,ATM-Z000-05,True
CYB-2026-10246,Z000,2026-09-24T18:47:00,ATM-Z000-06,True
CYB-2026-10247,Z005,2026-09-20T14:20:00,ATM-Z005-05,False
CYB-2026-10248,Z004,2026-09-13T01:23:00,ATM-Z004-03,True
CYB-2026-10249,Z000,2026-09-14T11:13:00,ATM-Z000-05,False
CYB-2026-10250,Z000,2026-09-19T01:41:00,ATM-Z000-01,False
CYB-2026-10251,Z010,2026-09-28T11:40:00,ATM-Z010-03,False
CYB-2026-10252,Z011,2026-09-27T02:21:00,ATM-Z011-01,False
CYB-2026-10253,Z013,2026-09-10T01:46:00,ATM-Z013-03,False
CYB-2026-10254,Z005,2026-09-30T10:53:00,ATM-Z005-03,True
CYB-2026-10255,Z018,2026-09-25T19:55:00,ATM-Z018-05,False
CYB-2026-10256,Z000,2026-09-26T09:24:00,ATM-Z000-05,False
CYB-2026-10257,Z006,2026-09-29T05:05:00,ATM-Z006-03,True
CYB-2026-10258,Z008,2026-09-10T16:44:00,ATM-Z008-02,True
CYB-2026-10259,Z007,2026-09-17T22:37:00,ATM-Z007-02,False
CYB-2026-10260,Z001,2026-09-14T01:23:00,ATM-Z001-06,False
CYB-2026-10261,Z000,2026-09-23T01:22:00,ATM-Z000-02,True
CYB-2026-10262,Z000,2026-09-27T07:11:00,ATM-Z000-02,True
CYB-2026-10263,Z019,2026-09-23T05:22:00,ATM-Z019-04,True
CYB-2026-10264,Z017,2026-09-02T00:59:00,ATM-Z017-01,True
CYB-2026-10265,Z004,2026-09-28T19:01:00,ATM-Z004-01,True
CYB-2026-10266,Z002,2026-09-23T00:29:00,ATM-Z002-06,True
CYB-2026-10267,Z009,2026-09-25T17:58:00,ATM-Z009-01,True
CYB-2026-10268,Z015,2026-09-08T16:55:00,ATM-Z015-01,True
CYB-2026-10269,Z001,2026-09-18T18:38:00,ATM-Z001-06,True
CYB-2026-10270,Z002,2026-09-14T07:51:00,ATM-Z002-03,True
CYB-2026-10271,Z015,2026-09-27T23:51:00,ATM-Z015-02,True
CYB-2026-10272,Z008,2026-09-27T11:38:00,ATM-Z008-04,True
CYB-2026-10273,Z010,2026-09-23T07:11:00,ATM-Z010-04,True
CYB-2026-10274,Z010,2026-09-25T15:36:00,ATM-Z010-03,False
CYB-2026-10275,Z010,2026-09-13T12:29:00,ATM-Z010-02,True
CYB-2026-10276,Z011,2026-09-04T20:15:00,ATM-Z011-05,True
CYB-2026-10277,Z007,2026-09-09T16:26:00,ATM-Z007-03,True
CYB-2026-10278,Z002,2026-09-10T20:38:00,ATM-Z002-04,True
CYB-2026-10279,Z008,2026-09-18T00:05:00,ATM-Z008-04,True
CYB-2026-10280,Z006,2026-09-07T22:35:00,ATM-Z006-05,False
CYB-2026-10281,Z002,2026-09-08T16:55:00,ATM-Z002-04,False
CYB-2026-10282,Z005,2026-09-28T20:00:00,ATM-Z005-06,True
CYB-2026-10283,Z003,2026-09-18T14:34:00,ATM-Z003-02,True
CYB-2026-10284,Z002,2026-09-15T17:33:00,ATM-Z002-04,False
CYB-2026-10285,Z001,2026-09-22T19:18:00,ATM-Z001-03,False
CYB-2026-10286,Z001,2026-09-14T04:43:00,ATM-Z001-04,True
CYB-2026-10287,Z012,2026-09-13T16:41:00,ATM-Z012-06,True
CYB-2026-10288,Z007,2026-09-25T03:25:00,ATM-Z007-04,True
CYB-2026-10289,Z000,2026-09-23T16:07:00,ATM-Z000-02,True
CYB-2026-10290,Z007,2026-09-21T03:51:00,ATM-Z007-04,True
CYB-2026-10291,Z013,2026-09-29T05:05:00,ATM-Z013-06,True
CYB-2026-10292,Z006,2026-09-15T20:23:00,ATM-Z006-02,False
CYB-2026-10293,Z001,2026-09-23T17:50:00,ATM-Z001-04,False
CYB-2026-10294,Z007,2026-09-09T15:29:00,ATM-Z007-02,True
CYB-2026-10295,Z005,2026-09-15T11:17:00,ATM-Z005-03,True
CYB-2026-10296,Z000,2026-09-11T04:39:00,ATM-Z000-06,True
CYB-2026-10297,Z014,2026-09-05T08:50:00,ATM-Z014-06,True
CYB-2026-10298,Z005,2026-09-07T09:51:00,ATM-Z005-06,True
CYB-2026-10299,Z010,2026-09-26T13:14:00,ATM-Z010-03,True
CYB-2026-10300,Z004,2026-09-15T21:10:00,ATM-Z004-01,True
CYB-2026-10301,Z004,2026-09-09T10:08:00,ATM-Z004-01,True
CYB-2026-10302,Z001,2026-09-04T12:52:00,ATM-Z001-05,False
CYB-2026-10303,Z001,2026-09-15T02:30:00,ATM-Z001-06,True
CYB-2026-10304,Z005,2026-09-06T02:03:00,ATM-Z005-03,True
CYB-2026-10305,Z012,2026-09-16T01:59:00,ATM-Z012-01,True
CYB-2026-10306,Z016,2026-09-28T11:25:00,ATM-Z016-05,False
CYB-2026-10307,Z002,2026-09-22T05:30:00,ATM-Z002-05,True
CYB-2026-10308,Z001,2026-09-04T18:59:00,ATM-Z001-01,True
CYB-2026-10309,Z003,2026-09-17T04:37:00,ATM-Z003-06,False
CYB-2026-10310,Z002,2026-09-19T03:31:00,ATM-Z002-05,True
CYB-2026-10311,Z013,2026-09-19T10:52:00,ATM-Z013-05,True
CYB-2026-10312,Z005,2026-09-25T02:53:00,ATM-Z005-06,True
CYB-2026-10313,Z003,2026-09-17T03:12:00,ATM-Z003-06,False
CYB-2026-10314,Z013,2026-09-07T23:34:00,ATM-Z013-05,True
CYB-2026-10315,Z008,2026-09-26T06:43:00,ATM-Z008-03,True
CYB-2026-10316,Z005,2026-09-18T20:43:00,ATM-Z005-06,False
CYB-2026-10317,Z008,2026-09-25T09:27:00,ATM-Z008-01,True
CYB-2026-10318,Z003,2026-09-11T14:36:00,ATM-Z003-02,True
CYB-2026-10319,Z005,2026-09-10T11:37:00,ATM-Z005-01,True
CYB-2026-10320,Z013,2026-09-06T15:51:00,ATM-Z013-04,True
CYB-2026-10321,Z005,2026-09-13T17:22:00,ATM-Z005-02,False
CYB-2026-10322,Z002,2026-09-17T14:55:00,ATM-Z002-04,True
CYB-2026-10323,Z014,2026-09-10T02:32:00,ATM-Z014-04,True
CYB-2026-10324,Z015,2026-09-12T12:21:00,ATM-Z015-02,True
CYB-2026-10325,Z007,2026-09-03T02:49:00,ATM-Z007-04,True
CYB-2026-10326,Z015,2026-09-05T10:25:00,ATM-Z015-01,False
CYB-2026-10327,Z005,2026-09-30T19:08:00,ATM-Z005-05,True
CYB-2026-10328,Z005,2026-09-18T12:30:00,ATM-Z005-04,True
CYB-2026-10329,Z001,2026-09-21T14:09:00,ATM-Z001-04,True
CYB-2026-10330,Z010,2026-09-01T13:09:00,ATM-Z010-01,False
CYB-2026-10331,Z010,2026-09-13T22:40:00,ATM-Z010-05,False
CYB-2026-10332,Z018,2026-09-03T11:44:00,ATM-Z018-01,True
CYB-2026-10333,Z002,2026-09-18T04:07:00,ATM-Z002-05,True
CYB-2026-10334,Z005,2026-09-14T08:33:00,ATM-Z005-02,True
CYB-2026-10335,Z006,2026-09-14T12:20:00,ATM-Z006-01,True
CYB-2026-10336,Z005,2026-09-14T01:57:00,ATM-Z005-02,False
CYB-2026-10337,Z002,2026-09-23T03:40:00,ATM-Z002-06,True
CYB-2026-10338,Z008,2026-09-04T07:44:00,ATM-Z008-04,False
CYB-2026-10339,Z014,2026-09-18T03:59:00,ATM-Z014-04,True
CYB-2026-10340,Z004,2026-09-09T22:20:00,ATM-Z004-03,True
CYB-2026-10341,Z000,2026-09-28T07:38:00,ATM-Z000-05,True
CYB-2026-10342,Z008,2026-09-06T15:54:00,ATM-Z008-02,False
CYB-2026-10343,Z017,2026-09-29T05:37:00,ATM-Z017-05,False
CYB-2026-10344,Z005,2026-09-22T14:31:00,ATM-Z005-04,False
CYB-2026-10345,Z001,2026-09-16T07:26:00,ATM-Z001-05,False
CYB-2026-10346,Z001,2026-09-06T03:27:00,ATM-Z001-02,True
CYB-2026-10347,Z007,2026-09-18T19:08:00,ATM-Z007-06,False
CYB-2026-10348,Z000,2026-09-27T10:07:00,ATM-Z000-03,True
CYB-2026-10349,Z005,2026-09-04T01:51:00,ATM-Z005-05,False
CYB-2026-10350,Z013,2026-09-27T13:52:00,ATM-Z013-06,True
CYB-2026-10351,Z009,2026-09-05T10:57:00,ATM-Z009-04,True
CYB-2026-10352,Z004,2026-09-09T04:11:00,ATM-Z004-02,False
CYB-2026-10353,Z019,2026-09-30T18:52:00,ATM-Z019-04,True
CYB-2026-10354,Z013,2026-09-21T18:25:00,ATM-Z013-03,True
CYB-2026-10355,Z012,2026-09-27T11:57:00,ATM-Z012-06,True
CYB-2026-10356,Z009,2026-09-22T14:07:00,ATM-Z009-03,True
